"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","33UKMF931AE54HGBJ2Q9H51180JTT7","A1N3J21E6L4VVO","Submitted","Mon Jun 19 17:29:56 PDT 2017","Mon Jun 19 17:33:52 PDT 2017","Thu Jun 22 17:33:52 PDT 2017","","","","236","100% (1/1)","0% (0/0)","0% (0/0)","0","I remember the first time I saw Star Wars. It blew my mind!","Even when the puppets were goofy looking aliens, they still were entertaining.","Me, too. I thought the light saber fight was great.","I think my favorite in the franchise is the Empire Strikes Back.","Yea, that is good, but I liked Return of the Jedi best.","It is not all great, though. Remember Jar Jar Binks?","Oh, what a terrible character! What were they thinking?","My favorite character is Han Solo. Ford did a great job.","Yeah, I liked Han, but I really liked Yoda. That little guy could be tough.","It was amazing what they could do with puppets!"
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","39ASUFLU6Y1AWF7YYH2B7MM6IN2EX5","ABUF5EN8YNJQO","Submitted","Tue Jun 20 03:34:45 PDT 2017","Tue Jun 20 03:35:22 PDT 2017","Fri Jun 23 03:35:22 PDT 2017","","","","37","100% (1/1)","100% (1/1)","100% (1/1)","0","What is your favorite force ability throughout the Star Wars series?","Yeah, that's really horrible how they played on his love for Padamane.","I would have to say my favorite is the electricity ability that Senator Palpatine uses.","Mine is the sheer power of moving things that Count Dooku has.","Yeah, its pretty impressive that he was able to move things easier than Yoda.","I can't even believe Annakin managed to kill Count Dooku.","Annakin made it look easy too, I don't think he would have killed him if Senator Palpatine didn't order him to.","Probably, the senator was always trying to play with Annakins conscience.","I'll bet that if Annakin never knew Senator Palpatine, he wouldn't have joined the Sith.","Oh for sure, especially since Senator Palpatine told him Sith powers could save his wife from dying."
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","39GAF6DQWSUJ8P8RME6ECH6RD3T1V9","AEWPAZBYA7XE","Submitted","Tue Jun 20 04:37:13 PDT 2017","Tue Jun 20 04:40:00 PDT 2017","Fri Jun 23 04:40:00 PDT 2017","","","","167","100% (90/90)","100% (77/77)","100% (3/3)","0","How do light sabres work?","I guess we'll have to write Lucas a letter.","I've given this some thought, and I have not a clue!","It seems like it could be a lazer.","But then why wouldn't it go on for ever.","There must be some kind of lense the bends the light.","But then how does it come to a point.","That is a valid ""point"".","Ha! It seems like it would be a circle if that were the case.","True."
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","3T3IWE1XG7HSC1OJ2YWEC0QEOT0TQ9","A3RYTY3QHRXNIY","Submitted","Mon Jun 19 23:07:59 PDT 2017","Mon Jun 19 23:09:43 PDT 2017","Thu Jun 22 23:09:43 PDT 2017","","","","104","100% (141/141)","100% (124/124)","100% (20/20)","0","Do you like star wars?","I cant get enough","Yes i love star wars","I really enjoy carrie fisher in star wars","She is a great actress","Perfect for the part of propincess leia","She is","That was a great casting choice","I love the story line too","Me too"
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","3TE22NPXPC616BMVP0OT1PDHC3344A","A3L2UB07EZJAMD","Submitted","Tue Jun 20 02:54:13 PDT 2017","Tue Jun 20 03:11:20 PDT 2017","Fri Jun 23 03:11:20 PDT 2017","","","","1027","0% (0/0)","0% (0/0)","0% (0/0)","0","So, the basic idea is to go back to Episode IV, A New Hope, and follow the implicit and expected plot points and developments, as if the other movies didn't exist in their current form.","Their influence would have been much more of an undercurrent, with their war against the Sith manifesting in ways, less than obvious to the general populace.","Well, for starters, in that Universe, Luke and Leia aren't related and would probably have wound up together.","Right, because Darth Vader isn't their father and Obi Wan was telling the truth when he said that Vader killed Luke's Dad.","Which brings us to the Clone Wars, which were probably originally intended to be something entirely different.","Maybe clones of Jedi's fighting each other, or something. Or a clone workforce uprising.","The Emperor probably wasn't originally thought of as a Sith, either.","No and Vader's power was a bit more limited than one might expect, seeing that in the first movie he had to obey an order from Grand Moff Tarkin.","Yeah, Peter Cushing was awesome as Tarkin and I've always thought it was neat that both he and Christopher Lee were involved in Star Wars, given their past history together.","So, we're looking at a Star Wars Universe, where the Jedi's were probably less powerful, politically."
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","3WI0P0II62ML7D7MTNLZCMIXHR2RD9","A1XDVD860H3PX4","Submitted","Mon Jun 19 12:38:00 PDT 2017","Mon Jun 19 12:41:22 PDT 2017","Thu Jun 22 12:41:22 PDT 2017","","","","202","0% (0/0)","0% (0/0)","0% (0/0)","0","The best movie was Empire Strikes back for sure.","Good taste taught to your daughter you have.","Agree, it brought so much depth to the franchise.","Don't forget the epic cliffhanger at the end.","And the reveal of Vader being Luke's father.","Yoda was epic as well, brought understanding to the Jedi order.","Yoda was maybe the best part.  His wisdom is parallel.","It amazes me that even today those special effects are still relevant.","And don't forget how the movie has held up for generations.","Yes, my daughter and I have seen them and she loves them."
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","3X08E93BHWCT0LUNRCANVLH94KT66U","A137AMJ2GMFI78","Submitted","Mon Jun 19 16:27:44 PDT 2017","Mon Jun 19 16:33:00 PDT 2017","Thu Jun 22 16:33:00 PDT 2017","","","","316","100% (1/1)","100% (1/1)","0% (0/0)","0","The X-wind fighters in STAR WARS are cool.","I bet the go quick.","It was cool when Luke would be in one.","And R2-D2 would be in the back.","And the wings could close or make an X.","And each part of the wing had a gun on it.","They had 4 engines also.","It was cool when they would chase the Tie Fighters.","It was like back in the day when airplanes would chase each other.","And they would wear high altitude flight outfits."
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","3ZV9H2YQQE1SXHMBZSPTMC42IWA3WE","A22JBMOHQKHTSS","Submitted","Tue Jun 20 05:22:58 PDT 2017","Tue Jun 20 06:13:55 PDT 2017","Fri Jun 23 06:13:55 PDT 2017","","","","3057","100% (1/1)","0% (0/0)","0% (0/0)","0","You know who my favorite character is in Star Wars?","I agree that moment when he took his mask off and the following minute or two were epic.","I don't know, Luke?","No, Vader is my favorite.","Why is that?","Well he's kind of like a cyborg for starters and his voice sounds scary and intimidating.","That's a good point I never liked him though.","He's also not scared to use his powers for what he believes in.","Do you like villain characters more than the good guys?","Not really but Vader does end up having a very good ending to his story in my opinion."
"3TKXBROM5T4IVG61NU80C8HWTX5IJE","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","3ZWFC4W1UV1I5XLIKTGP0MLIT4FFR5","A3ORKH5A398H9H","Submitted","Mon Jun 19 12:32:27 PDT 2017","Mon Jun 19 12:40:49 PDT 2017","Thu Jun 22 12:40:49 PDT 2017","","","","502","0% (0/0)","0% (0/0)","0% (0/0)","0","Did you like The Force Awakens?","It did do that, and it was an awesome scene.","Yes, but I liked Rogue One Better.","Yeah, it was good, especially how they maanged to incorporate Moff Tarkin into it.","Yeah, the actor got Peter Cushing's mannet down very well, and the CGI did wonders superimposing his face on to him.","Personally, I though they could have given a bit more to Princess Leia, but what they did do was pretty good.","Did you like the ending?","It was okay, but I'd have liked Cassian and Jyn to have survived.","That would have been okay, but you have to admit the the Darth Vader comabt scene was great.","It was, if fact it showed you why Darth Vader is such a feared figure in the Star Wars Universe."
"3PA41K45VNYHS7S3ZG9NIFDZOG07P8","37IYY84D911M8OQ0NSQOC1Z3AUBTTA","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.40","Mon Jun 19 10:44:57 PDT 2017","9","BatchId:2840987;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:44:57 PDT 2017","","","3018Q3ZVOJKN964A9DUXMLARWOKRAM","A17J1CE7N49Z9D","Submitted","Mon Jun 19 10:51:08 PDT 2017","Mon Jun 19 10:52:39 PDT 2017","Thu Jun 22 10:52:39 PDT 2017","","","","91","100% (9/9)","100% (9/9)","100% (9/9)","0","what is your favorite vader scene?","but so cool too","to be honest, i like annakins scenes better.","okay, thats fine...but whats your favorite vader scene?","probably aganst luke.","what about in the newest movie where he slashed the guys on the ship?","that was cool and intense.","he killed every one of them.","force choked and slashed them with the saber.","he was a tyrant."
