"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","39GAF6DQWSUJ8P8RME6ECH6RBJ3V17","A3K3IZ0S0YOLO1","Approved","Sun May 14 08:52:25 PDT 2017","Sun May 14 08:55:34 PDT 2017","Wed May 17 08:55:34 PDT 2017","Mon May 15 03:34:27 PDT 2017","","","189","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see the game last night between the Pens and Senators?","Is that in Pittsburgh still?","Yes","So how is the western finals looking?","The predators won game one on Friday","Oh so when is game two?","That is on Sunday evening","Who are the Predators playing again?","They are playing Anaheim","Who do you think will win the stanely cup?","I think the Predators will.","No, I missed that what happened?","Oh cool, well I guess we will find out soon enough.","It went into OT!","Oh really, so who won?","The Senators won!","Oh cool, so how many games are left in that round?","That was game one of the eastern finals","Cool, so when is the next game?","The next game will be on Monday night"
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3A4TN5196LCYDRN5XMEUECY970LCHO","AEG8A8CUM232V","Approved","Sat May 13 05:55:43 PDT 2017","Sat May 13 06:02:09 PDT 2017","Tue May 16 06:02:09 PDT 2017","Sat May 13 06:12:59 PDT 2017","","","386","100% (15/15)","100% (15/15)","100% (15/15)","0","Who won the series between the Oilers and the Ducks?","Pekka Rinne, who is their goalie, and P.K. Subban.","Have the Predators been around for long?","No. Less than twenty years.","I remember when the Ducks used to be called the Mighty Ducks.","Yes, but they've only been around a few years longer than the Predators.","Who is playing in the eastern conference finals?","The Ottawa Senators and the Pittsburgh Penguins.","I remember when the Penguins won the Stanley Cup last year.","Yes, and Sidney Crosby is still their star player.","When is their first match?","The Ducks won it in seven games.","It is tonight at 7:00 in Pittsburgh.","So who do the Ducks play now?","They play the Predators to see who will go the the Stanley Cup Finals. In fact, they played the first game last night.","Did the Ducks win that game?","No. Actually, the Predators scored the game-winning goal in overtime.","Have the Predators ever been this far into the playoffs?","No. This is their first time in the conference finals, and they seem to be good enough to go into the finals.","Who are their best players?"
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3CCZ6YKWR8DKZ0W7K03UNPUBWDB95L","A229SEF35EGTSF","Approved","Mon May 15 19:14:40 PDT 2017","Mon May 15 19:24:14 PDT 2017","Thu May 18 19:24:14 PDT 2017","Wed May 17 08:50:05 PDT 2017","","","574","100% (4/4)","100% (4/4)","100% (4/4)","0","I've been a St. Louis Blues fan for all of my life.","Yeah, I hadn't thought of it that way. It may be another 50 years before the Blues win the Cup.","God I hope not, I'll be dead if that's the case.","Think of it this way. The longer the drought, the sweeter the victory... just look at the Cubs.","I'd take multiple championships, thank you very much.","Dynasties don't happen in the NHL like they used to.","True. I think expansion has made it harder - it dilutes the talent.","And things will get worse when that Las Vegas team enters the league.","Tell me about it. There will be some good players taken from a lot of teams.","Hopefully, that will be it for the expansion franchises in the NHL.","Someday the Blues will win the Stanley Cup.","I'm sorry to hear that.","I'll party in St. Louis when it happens!","Yeah, they have one of the longer droughts for lacking a championship in professional sports","You got that right - they are one of those unlucky franchises.","Yeah, what makes it worse is that half the teams make the playoffs in the NHL and they still haven't gotten the Stanley Cup.","Yeah, I hear you, but if it's any consolation, I think the Stanley Cup playoffs is one of the most unpredictable in sports. The number one seed rarely wins the cup.","Yeah, I guess, but I think that logic goes either way. The unpredictably should mean the Blues could have won the cup.","Maybe you have a point. Maybe it's bad luck or bad drafting or bad general management.","What makes it worse is that they had there best shot before there were expansion franchises. Now it will be even harder."
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3DI28L7YXB826EM5ROH4CDI5BPN1EW","A2N93IVSZXSB73","Approved","Sun May 14 18:20:17 PDT 2017","Sun May 14 18:26:17 PDT 2017","Wed May 17 18:26:17 PDT 2017","Mon May 15 03:34:27 PDT 2017","","","360","100% (2/2)","100% (2/2)","100% (2/2)","0","Can anyone stop the Pens?","it's about time","He has been lame in the past few years in the playoffs","but he's making up for it this year","but he can go South at any point","true, by Sid won't","agreed, Malkin sometimes disappears though","but I think they'll repeat","it looks that way after shutting down Ovi","Caps were probably the next best team","at least in the East","I doubt it","they'd top anyone in the West","Maybe if Crosby gets hurt?","They still might find a way to win","And they'd have to kill Sid to keep him from playing","or maybe a bad concussion will do it","You know the other teams will try to hurt him","It might be their only chance","but Fleury is on fire too"
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3IXEICO793DZ2J5ZNPIG6V9NM9V6TS","ATADQXPHL10Y8","Approved","Sat May 13 11:41:03 PDT 2017","Sat May 13 11:43:37 PDT 2017","Tue May 16 11:43:37 PDT 2017","Sun May 14 04:56:16 PDT 2017","","","154","100% (79/79)","100% (79/79)","100% (72/72)","0","What happened to Crosby the other night?","Hes always called the little brother to him.","Well maybe he should start winning cups","I dont think thatll ever happen","Then would you blow up the Capitals core?","I would, they arent doing much.","I think the salary cap is going to kill that team.","Why do you think that?","They cant sign Kuznetsov.","What about Orlov?","They lose one of them in the expansion draft.","Which night?","That sucks, you do your homework only to lose it to circumstance","I saw he left the game after a viscious hit from Niskanen","Yeah he did it was probably targeted","He doesnt look like a good that would do that type of thing","I dont know when you get into the game","Yeah sometimes it can make you see red","Yeah and I think he was pushed into doing it","Ovechkin has a problem with Crosby?"
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3L6L49WXW1RJ2UQV35736HJVAF545G","AVFEF3TMBLERO","Rejected","Sat May 13 16:05:48 PDT 2017","Sat May 13 16:07:14 PDT 2017","Tue May 16 16:07:14 PDT 2017","","Sun May 14 04:58:49 PDT 2017","You've submitted many identical HITs.","86","29% (11/38)","29% (11/38)","29% (11/38)","0","Did you see the match between the Carolina hurricanes and the New York Rangers last night?","There are 5 players on each team","Can there be ties?","Yes, there can be ties but you can also play shootout","What about the championship game?","What about it?","You cant have a tie at a championship, so what happens?","Well, they just play until there is a winner","How long does that last?","It could last for hours, it lasts for however long it takes for a team to break the tie","Oh that would be a site to see","Yes can you believe it the Hurricanes swept the Rangers off their feet","Yes it would be","Yeah that really was something","I would love to play a hockey game with you sometime","That would be fun! Have you every played before?","No I never have, but its my favorite sport","I really need to get the basic rules down pact though","Yeah well the object of the game is to get the puck into the goal","Oh yeah, how may players are there?"
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3QAPZX2QN57A49P72LI3W7Q69UV02U","A3ERUJ3Q42CRQW","Approved","Mon May 15 02:04:51 PDT 2017","Mon May 15 02:32:19 PDT 2017","Thu May 18 02:32:19 PDT 2017","Mon May 15 03:34:27 PDT 2017","","","1648","100% (2/2)","100% (2/2)","100% (2/2)","0","There's a lot of traffic today because of the NCAA finals.","Are they any good?","I think it will be a good game.  Very excited for it.","How did you score free tickets?","My college buddy's son is playing for Denver.  So it would be an even sweeter victory if we won.","Wow!  What time is the game?","Starts at 7 tonight.","You going with anyone else besides your buddy?","Yeah, his whole family are ice hockey fans.  Grew up in Michigan.  So there are 10 of us going.","That sounds like a lot of fun!","Yep.  Definitely will be!","Oh, is that right?  What is the NCAA?","Good luck to you and your team!","It's the college men's ice hockey.  You have never heard of it?","No, didn't even know there was such a thing!","Yeah, I am pretty stoked.  My alma mater is in and I got free tickets.","Nice!  Which school did you go to?","I went to the University of Denver.  Will definitely be supporting the the Pioneers tonight!","Great!  Who are they playing?","Minnesota Duluth."
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3VELCLL3GLDUCSM1MZ1AUV35NOFF11","A3TXUS3CLOVWNS","Approved","Sat May 13 04:27:59 PDT 2017","Sat May 13 04:41:07 PDT 2017","Tue May 16 04:41:07 PDT 2017","Sat May 13 04:46:31 PDT 2017","","","788","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see the Game 7 between Pittsburgh and Washington?","He still has some years left. The Capitals are perrenial playoff favorites every year.","Making the playoffs is one thing. Winning it all is another.","The first step is making the playoffs. They are going to have to build off of that.","Who will the Penguins be playing in the Eastern Conference Finals?","The Ottawa Senators. It starts Saturday night.","Who did the Senators beat to make it to the conference finals?","The New York Rangers. They beat them in six games.","Pittsburgh has a huge task ahead of them to repeat as Stanley Cup Champions","Yes they do. Eric Karlsson and the Senators are no pushovers for sure.","When was the last time that there was a repeat Stanley Cup champion?","Yeah. Pittsburgh eliminates them again.","The last time it happened was with the Detroit Red Wings in the 1997-1998 season.","Last year it was Game 6, this year it goes seven games","Same result. Pittsburgh must have their number.","I am surprised the Pens won. Crosby took a beating in the series.","Yeah. Especially in Game 6.","Washington has too much talent not to win a Stanley Cup.","It just seems they can't win at crunch time.","I am afraid Ovechkin will go down as the best to never win a Cup."
"3ZG552ORAMYNBQSTFG1RSGL9YY8V2D","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","3ZQIG0FLQFAC9QOUJ2VZ57WL7YNWVM","A3UJVTH2ZKYBGU","Approved","Mon May 15 10:51:45 PDT 2017","Mon May 15 10:59:02 PDT 2017","Thu May 18 10:59:02 PDT 2017","Wed May 17 08:50:42 PDT 2017","","","437","100% (15/15)","100% (15/15)","100% (15/15)","0","Did you see the game last night?","So the series is tired now?","Yeah, we may have a chance.","I hope so.they've been great this year.","Where are they playing next?","I think it's Nashville.","Nashville? That's going to be great.","I know. Have ever been there?","No, you?","Me either?","Are you going to see a game when they come back?","No, what happened?","No, it's to expensive","Well the ducks won.","Really? I wanted to see that game.","Did you forget?","Yeah,I was busy.where did they play.","The played the Honda Center.","Nice, what was the score?","It was 5 to 3."
"3D3B8GE892LL6QGWED77WB45IGHP9E","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Sat May 13 04:11:54 PDT 2017","9","BatchId:2801522;OriginalHitTemplateId:920937340;","7200","259200","Sat May 20 04:11:54 PDT 2017","","","374TNBHA8CPOTNNDC4JDKHIT1B5QYC","A37LSXWFR00WUQ","Approved","Sat May 13 10:23:22 PDT 2017","Sat May 13 10:26:06 PDT 2017","Tue May 16 10:26:06 PDT 2017","Sat May 13 10:42:26 PDT 2017","","","164","100% (4/4)","100% (4/4)","100% (4/4)","0","Are you a hockey fan?","I lived in a big neighborhood and all the kids played.","Seriously?","Yeah, literally every kid had a pair of roller blades and hockey sticks.","You must have been pretty good then if you got to play all the time.","Yeah, definitely better than average.","What position did you play?","Center.","Then you definitely must have been good.","Yeah all the kids were.","You're pretty lucky to have grown up in that neighborhood.","No, I used to be when I was a kid.","It was a fun time for sure.","What was your favorite team?","The New York Rangers. Back when they had Mark Messaih, and Brian Leech.","Cool! What got you into hockey?","Don't laugh... The Mighty Ducks D2 movie.","That's pretty funny!","Yeah, I used to play street hockey a lot because of that movie.","In New York? I didn't know anybody that played street hockey."
