"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3WUVMVA7OBXTPDS7TSJ9J4H3YWJAZA","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:55 PDT 2017","","","3C8HJ7UOP8OXDYZQGXEFHF7QXYGMZ4","A2EFD7AW29IXUR","Approved","Fri May 12 07:23:12 PDT 2017","Fri May 12 07:27:33 PDT 2017","Mon May 15 07:27:33 PDT 2017","Fri May 12 07:44:10 PDT 2017","","","261","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see the Wild game last night?","Yea, getting tired of saying next year though.","Ironic how our season was ended by our former head coach too, right? Yeo!","Yea, I bet that revenge felt sweet.","Yep, his team is built to be bigger and beat ours.","Do you think the Blues will go far?","If their goalie stays hot, sure.","Well, I want them to win since they beat us.","Sounds good. Should be an interesting series.","Yup. Next year though for the Wild.","As always!","Yea, season over.","Get better goalkeeping!","Yes, they can't score goals when they need to.","The Wild came back but overtime was killer in that series.","Yea, and Dubnyk didn't play well either. How do you give up 4 goals a game in the playoffs?","We should have put Kuemper in instead.","Do you think we will have Suter and Parise again next year?","I hope so. Both can score goals.","They sure can, hopefully they can so do in the playoffs again next year."
"3APP19WN718SBULZDNE8ISZBRNZ6GR","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:55 PDT 2017","","","39DD6S19JQ5Z1A7DZZQW472HOWMEZ4","A3E3RCR51Z8EVP","Approved","Fri May 12 07:15:59 PDT 2017","Fri May 12 07:26:41 PDT 2017","Mon May 15 07:26:41 PDT 2017","Fri May 12 07:44:09 PDT 2017","","","642","100% (2/2)","100% (2/2)","100% (2/2)","0","Did you see the match between the Blues and the Preds?","I agree.","I wouldn't be surprised if he has an injury or something that he was playing throug.","And Tarasenko is kind of spotty as well.","It was frustrating, but I was really hoping to pull it off","I would have loved to see the bLues win the Stanley cup","I think it's funny that everyone talks about how disappointed they are","Yeah, considering the blues have made it to the playoffs the past few years.","Exactly.  I would like to see the blues win as well, but I just love that they come to the playoffs so often.","Maybe next year is the year.","Who knows.  IT was a great season regardless.","Yeah.","I agree.","I was so bummed","Me too.","I thought we had a chance to come back.","I did too, but the Predators just wanted it so badly.","Yeah, but coming back from a 3-1 to make it 3-2.","Yeah I hear you.","Pietrangelo just looked off in my opinion"
"3APP19WN718SBULZDNE8ISZBRNZ6GR","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:55 PDT 2017","","","3GGAI1SQEWSK55OGOJU76H65OIACMF","ATADQXPHL10Y8","Approved","Fri May 12 09:55:31 PDT 2017","Fri May 12 10:00:19 PDT 2017","Mon May 15 10:00:19 PDT 2017","Fri May 12 13:30:49 PDT 2017","","","288","100% (23/23)","100% (23/23)","100% (23/23)","0","How about those Predators?","Competing with Chicago sucks.","Yeah and theyve stayed afloat.","Laviolette though has a short shelf life.","That is correct but this GM shows patience because the owner has as well.","I agree, if they dont win the Cup I would be shocked.","Well Pittsburgh is still involved.","I dont know if they can sustain it against Ottawa.","Turris and Anderson have been incredible.","Yeah its a magic ride.","And how about Boucher finally getting there!","I think the Subban deal was huge.","Uhh he did with Tampa","Definitely and this just helps the franchise.","Glad to see Rinne having success.","He deserves it and so do those fans.","Yeah, Trotz really did.","Theyve had one GM Their entire existence.","Thats tremendous in todays game.","Sure is, and they play in a tough division."
"3APP19WN718SBULZDNE8ISZBRNZ6GR","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:55 PDT 2017","","","3JZQSN0I3R4RG7C44IMD1I7BP9CFG7","A36D8ICA1U566B","Approved","Fri May 12 11:08:21 PDT 2017","Fri May 12 11:13:35 PDT 2017","Mon May 15 11:13:35 PDT 2017","Fri May 12 13:30:49 PDT 2017","","","314","100% (1/1)","100% (1/1)","100% (1/1)","0","What's your favorite aspect of Ice Hockey?","Sure. It would make jiu jitsu that much harder.","What if hockey players were allowed to use jiu jitsu?","I don't even think it would be hockey at that point.","Well they still play hockey. Only difference is when they fight, they're allowed to wrestle and choke each other out.","You have my interest. Continue.","If one of the players taps out, the puck gets surrendered to the other team","It becomes less about the game at that point. Now it's more about who has better wrestlers.","Why can't it be both?","I think they would just make a rule to timeout those that wrestle.","That makes it even more interesting. Now the winner's team has the puck, but the losers have a power play.","The physical nature of it.","You don't know anything about hockey.","Can you explain further?","I like how when there is a disagreement, the gloves come off and they fight.","That's like a small part of the sport itself","Yeah but it's definitely my favorite aspect","Why don't you just watch MMA if you like fighting?","Doesn't take place on ice.","If MMA was on ice you would be more willing to watch it?"
"307FVKVSYR9V3E6K1WHZFH24WTA471","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:55 PDT 2017","","","3NL0RFNU0GHMKDBYASB9862D7224KX","ADGH21PCBH8R1","Approved","Fri May 12 15:18:19 PDT 2017","Fri May 12 17:04:36 PDT 2017","Mon May 15 17:04:36 PDT 2017","Sat May 13 04:41:25 PDT 2017","","","6377","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you watch the Pens Caps series?","WHat a great series that was as well, at least Pittsburgh got them back the next year at their place.","I believe the pens were only one of 2 teams to that point to win a game 7 on the road in a major league final, the other being the pirates in 1979. Both Pittsburgh teams.","But didn't the boston bruins win at vancouver in game 7 in 2011?","Yes, but as I said, up until 2011. That was also a great series, a lot of fighting and a beat down at the end.","Ha! Nothing like angry Canadians swearing at a short handed goal down big in a hockey championship.","I can't wait to see  how the penguins do this year in the conference finals. I hope the conference finals aren't as hard as last year when we played the lightning.","I am not looking foward to playing Montreal though, I hope we do better than last year.","I think we will be fine if we can get healthy and score.","The power play will be key.","We need Crosby and Malkin to really step up to win.","Yea Dude, the pens always seem to have the caps number in the playoffs.","Maybe he can score a hat trick like back in January. Should be a good series!","That is true, I am not sure why the pens can't ever close them out before game 6 or 7 though, it makes me angry.","I wonder if Crosby's injury will affect him in the conference finals?","I would imagine that it would man, that looked brutal.","Yes, hockey is a violent game, but I love it.","What was your favorite series of all time as a pens fan?","I liked the 2009 stanley cup finals when we came back to win game 7 on the road.","My favorite game though was in 2008 in the 3OT match with the red wings. That seeme to go on forever."
"307FVKVSYR9V3E6K1WHZFH24WTA471","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:55 PDT 2017","","","3YDTZAI2WYAKECPC2I5R3R6EYX714Y","A38MWWPRMIQAT6","Approved","Fri May 12 20:11:34 PDT 2017","Fri May 12 20:15:30 PDT 2017","Mon May 15 20:15:30 PDT 2017","Sat May 13 04:41:25 PDT 2017","","","236","100% (1/1)","100% (1/1)","100% (1/1)","0","Are you interested in ice hockey?","Yeah, maybe.  But what if it makes you more likely to be violent by rewarding the enjoyment of violence?","I hadn't thought of that, but I enjoy ice hockey, it's fast paced and fun","Well, I'm not saying you shouldn't, just that it's not my thing","You should watch a game with me sometime, you might change your mind","I doubt I would, but if there's a pizza involved I'd be up for it!","I'll see what I can do, what about next Friday","I will have to check my calendar and get back to you","I hope you give it a try, I can explain the rules as we are watching","OK, well, if I can make it I will","Sounds good, hope to see you then!","No, I hate sports","Bye","Well, it's fun to watch hockey because there are usually fights","I suppose so, if you like that sort of thing","Well, it's a way to relax for me","Yeah, OK.  I just don't care for violent sports I guess.","It's better for men to take out aggressive impulses by watching sports than through war","I suppose","It is a theory of redirectd aggression"
"306W7JMRYYSJORWCQGJS1V45H5X8BY","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:56 PDT 2017","","","3SLE99ER0O71U7VTP8O63ZWWL06BZ0","A249M2F9FFNIK2","Approved","Fri May 12 08:54:11 PDT 2017","Fri May 12 08:59:16 PDT 2017","Mon May 15 08:59:16 PDT 2017","Fri May 12 09:27:13 PDT 2017","","","305","100% (1/1)","100% (1/1)","100% (1/1)","0","Are you watching the Stanley Cup playoffs?","My favorite team is the Vancouver Canucks.","Who do you think will win the Eastern Conference?","I think Pittsburgh will probably win, but I want Ottawa to win.","What do you think about the NHL's most recent expansion?","I think Las Vegas and ice hockey are a strange match.","Would you have traded for that goalie?","With that Goals Against Average?  Of course I would.","Do you follow any leagues outside of the NHL?","Not really, just the NHL and the minor league affiliates of my favorite team.","That should have been called for icing.","Yes, so far they've been very exciting!","I agree.","Who do you think will have scored the most goals at the end of the playoffs?","I don't know.","He spent a lot of time in the penalty box last game.","Yes, he did.  I think it hurt his team.","Did you see that he got a hat trick last night?","Yeah, I saw that.","What is your favorite NHL team?"
"3JYPJ2TAYI2U7079HZ7Z67QGLDPFP7","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:56 PDT 2017","","","30JNVC0ORAE27SXO24FPYHNQBBTHQX","A2PJ08T9B0LOK9","Approved","Fri May 12 10:57:10 PDT 2017","Fri May 12 11:04:17 PDT 2017","Mon May 15 11:04:17 PDT 2017","Fri May 12 13:30:49 PDT 2017","","","427","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see game seven of the Penguins versus the Capitals?","Who are the Penguins playing next?","They are playing the Ottawa Senators.","That will be a good series.","The Senators are a very defensive team while the Penguins are very offensive.","Who do you think will win the series?","I think the Penguins will win and then win the Stanley Cup too!","If they make it to the finals will you go see them play?","Tickets will be expensive, but I think it will be worth going to at least one game.","I would only go if someone bought me a ticket.","Watching hockey live is worth the ticket price though!","No, I missed the game! What happened?","Yeah, hockey is pretty awesome.","The Penguins won and eliminated the Capitals.","I bet Ovechkin is so mad that they lost in the second round again.","The Penguins have such a good record against the Capitals in the playoffs.","Pittsburgh fans are so lucky to have Crosby.","Yeah, I think Crosby is a better player than Ovechkin.","That is up for debate, but I agree with you.","So are you going to watch the next round?"
"3JYPJ2TAYI2U7079HZ7Z67QGLDPFP7","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:56 PDT 2017","","","33LK57MYLUZ0BTCV0UA1TO6WPOHZSE","A3OWGVIP4VYSPV","Approved","Fri May 12 08:26:26 PDT 2017","Fri May 12 08:31:36 PDT 2017","Mon May 15 08:31:36 PDT 2017","Fri May 12 08:47:30 PDT 2017","","","310","100% (14/14)","100% (14/14)","100% (14/14)","0","Which sports do you like?","It does get chaotic sometimes.","True but it's so much fun.","When I went to a game once the puck hit a guy in the face. I was glad they had those guards.","Yes, without those players can get hurt badly.","Did you ever get hurt while playing?","I sprained my wrist once but that's it.","Ouch!","It did hurt. It healed well, though.","That's good.","The game we're going to is a big deciding game.","Hockey and really not many others.","Awesome. I can't wait.","I like hockey too. I have tickets to a game in Toronto if you want to go.","I'd love that. How fun!","It's next Sunday so I'll pick you up and we can ride together.","OK. If I get confused on the game you might need to inform me.","I will. I used to play so it's not hard for me to follow.","I sometimes lose track of who has the puck.","Everyone does that. It can be hard to keep track."
"3JYPJ2TAYI2U7079HZ7Z67QGLDPFP7","3VOM7QT3F4CR27XN5USYUPEKPRY7WY","Create a dialog on ice hockey for twenty sentences","Create a dialog on ice hockey for twenty sentences","dialog, chat, sports, ice hockey, hockey, nhl","$0.60","Fri May 12 07:12:25 PDT 2017","9","BatchId:2800446;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:08:56 PDT 2017","","","33TIN5LC054I1O6RV28RYMS4R54Y9P","AHPOOKYE7V04D","Approved","Fri May 12 07:21:41 PDT 2017","Fri May 12 07:27:04 PDT 2017","Mon May 15 07:27:04 PDT 2017","Fri May 12 07:44:10 PDT 2017","","","323","100% (1/1)","100% (1/1)","100% (1/1)","0","It's a real shame about the Blues not advancing to the finals, isn't it?","Yeah he claims he won't need surgery.","He played well this season. How do you think Mike Yeo did as head coach?","I think he did pretty well.","I'm kind of glad they let Hitchcock go.","We'll see how Yeo does.","I think it sets us up for next season.","Possibly. I'd love to see us in the Cup someday.","Me too, but you know how it goes--always in the semis, never in the finals.","Ain't that the truth!","Well maybe next year will be our year.","Yeah, it is. I'm bummed.","I hope so! Let's Go Blues!","Who'd they lose to, the Predators?","Yeah, Nashville beat them 3-1.","At least they made it to game 6!","Yeah. Did you hear about Tarasenko?","He has to have surgery, right?","No, that's what the Russian news reported but it wasn't right.","Huh!"
