"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","33PPUNGG39ZOAECIL5AW3E104STZRY","A3RYTY3QHRXNIY","Approved","Thu May 25 16:09:35 PDT 2017","Thu May 25 16:13:22 PDT 2017","Sun May 28 16:13:22 PDT 2017","Fri May 26 02:30:01 PDT 2017","","","227","100% (57/57)","100% (57/57)","100% (40/40)","0","Have you seen any good movies lately?","That's exactly why I watched it","I just watched the boss","Who is in that?","Melissa mccarthy","Oh I bet it was good then","Yes it was really funny","I'll have to watch it","Yes it's definitely worth watching","Any other good movies worth watching","Central intelligence?","I just watched the remake of dirty dancing.","I haven't seen that either","How was it?","It was okay, nothing special","Was it as good as the first one?","Definitely not","No one can replace John travolta","No, once he does a part, there's no meeting it, he sets the bar high","Definitely, I still want to see it out of curiosity though","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","39L1G8WVWRLZWG682408TME8LYM13R","A1LCMUF8ISHPQS","Approved","Thu May 25 13:03:18 PDT 2017","Thu May 25 13:12:21 PDT 2017","Sun May 28 13:12:21 PDT 2017","Fri May 26 02:30:01 PDT 2017","","","543","100% (3/3)","100% (3/3)","100% (3/3)","0","My husband is a movie buff for sure.","But, that's why I like it so much.  You sort of get taken away by the fantasty of it all.","Yeah, I guess but I just can't sit still watching that type of movie.  I just have to get up and do something else.","Well, what kind of movie's do you like?","Well, I like some love story types.  And also some mystery types that keep you on the edge of your seat.","Like what?  Name some and see if I am familar with them.","I really liked Bridges of Madison County for a love story.  I found myself really engrossed in the movie.","Oh, I've never seen that.  Did that have Clint Eastwood in it?","Yes, it did.","Well, what other movies do you like?","I really liked Cape Fear, I think there are two versions.  This one had Robert Diniro","What type of movie's does he like?","Oh, yeah I saw that and it was scary, but I really enjoyed watching it.","He likes sci-fi and horror movies.  Also lots of action too.","Hey, I like that type of genre too.","I hate sci-fi and horror movies.  He likes them a lot and I just can't get into them.","Wonder why you don't like them?  So many people love to watch those types of movies.","I find it hard to put myself into anything that doesn't seem real or that you have to imagine.","What do you mean by that?","Well, for example sci-fi isn't reality to me.  It's stuff that could happen, but probably wont'.","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","3A7Y0R2P2PII7VTQCID242ZYM9DJX1","A3GM1Y0H93CZT1","Approved","Thu May 25 05:36:49 PDT 2017","Thu May 25 05:41:44 PDT 2017","Sun May 28 05:41:44 PDT 2017","Fri May 26 02:30:01 PDT 2017","","","295","100% (12/12)","100% (12/12)","100% (10/10)","0","Do you want to go see Pirates of the Caribbean: Dead Men Tell No Tales?","How many Pirates movies are there now?","This will be the fifth one.","Wow, they've come a long way.","Yes, especially considering that its based off of a ride at Disney.","I know, its unbelievable.","Have they adapted the ride to the movies?","I'm not sure, I haven't been to Disney in a long time.","Yeah, me too.","I heard that Johnny Depp once was in the ride dressed as Captain Jack Sparrow.","I heard that too!","Sure! When do you want to go?","Can you imagine expecting to see a robot and instead there's Johnny Depp?","We can go tonight if you want.","Alright, that sounds good, what time is the show?","It starts at 10:00 o'clock.","At night?!?","Yes, is that too late?","No, no, that's fine.","Ok, good.","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","3GU1KF0O4JV7G3TN2ZQ4C1UIC6PPBU","A2WCCV1W8UE8ED","Approved","Thu May 25 11:40:48 PDT 2017","Thu May 25 11:56:06 PDT 2017","Sun May 28 11:56:06 PDT 2017","Fri May 26 02:30:01 PDT 2017","","","918","100% (16/16)","100% (16/16)","100% (15/15)","0","At our weekly lunches we've been talking about movies.","O.K., Brooklyn","That movies is known--it was nominated for an academy award.","O.K. then--what's it about?","New York.","You've proved my point, a good movie not widely known.","Well, tell me what is it about?","It's a simple movie about an Irish girl who comes to America and the adjustments she must make.","That doesn't sound very exciting.","Well there aren't car chases, but the actress, someone named Ronan I believe, is wonderful, and there is the conflict between her being Irish and her Italian boyfriend.","There must be more.","Right.","Well, the main drama comes when she's called back to Ireland and must decide between an Irish suitor and her boyfriend in America.  I won't spoil the ending for you.","And your favorite is Butch Cassidy and the Sundance Kid.","Right again.","And you like The Graduate, Forrest Gump, and Fiddler on the Roof.","Where are you going with this?","Well, do you like any movies from this century?","Very funny.  But we've talked about some recent movies.","O.K., well give me one recent movie that isn't well known that you would like me to see.","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","3K2755HG5TXO4N2D2SL5VX4EDLWFD6","A3T8U9RN9GNXQU","Approved","Thu May 25 13:21:37 PDT 2017","Thu May 25 13:27:41 PDT 2017","Sun May 28 13:27:41 PDT 2017","Fri May 26 02:30:01 PDT 2017","","","364","100% (11/11)","100% (11/11)","100% (9/9)","0","What is up with the new Transformers movie?","I hope Optimus Prime accidentally crushes him in the new movie.","That would be hilarious!","Optimus is supposed to be the bad guy in the movie.  It could happen.","Optimus as a bad guy seems weak.","I think they ran out of plot twists.","Probably, but they want to milk the franchise.","Unfortunately, it's all too common these days.","Look at Indiana Jones....","No, let's not ever mention that travesty again.","Ok.  How about the new Blade Runner?","Don't even get me started on that!","That one looks good.  I hope they do it justice.","Why does Micheal Bay have to destroy my favorite childhood toy?","Because he likes to make money.","Well, maybe he should make money with another franchise.","But, what other movie would Mark Wahlberg star in this year?","Who cares.  I hate that guy!","He is pretty terrible.","Marky Mark, but don't call him that.","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","3MD9PLUKKJ83VGKQSYTFUUWQ3UYNZQ","A2XJAGYVNVPCP0","Approved","Thu May 25 14:21:25 PDT 2017","Thu May 25 15:47:18 PDT 2017","Sun May 28 15:47:18 PDT 2017","Fri May 26 02:30:02 PDT 2017","","","5153","100% (61/61)","100% (61/61)","100% (27/27)","0","What are you watching?","Ryan Reynolds Is Michael Bryce, a protection agent and Samuel L. Jackson is Darius Kincaid, the hitman.","This is  going to be so weird to watch.","This looks fun and dumb please take my money.","Nick Fury and Deadpool in one movie?﻿","I know right. This is so stupid and funny.","The fact that they're playing Whitney Huston's award winning song from the Bodyguard just makes this so much funnier.","I am going to see this movie.","I think it will be a hit.","So basically this movie is about Samuel L. Jackson playing Samuel L. Jackson and Ryan Reynolds playing Ryan Reynolds huh?","Where do I buy the tickets?﻿","The trailer for The Hitman's Bodyguard.","This is going to be good.","That's a new one on me. Who's in it?","Samuel L Jackson, Ryan Reynolds,Gary Oldman, Élodie Yung and Salma Hayek.","What's the story about?","The plot follows a bodyguard who is hired to protect a hitman who has to testify at the International Court of Justice.","So who is who?","What do you mean?","Who is the hit man and who is the body guard?","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","3QAVNHZ3ENYC689X4TX1091SPDCALT","A2FI2VTA8JVYS6","Approved","Thu May 25 06:40:20 PDT 2017","Thu May 25 08:36:49 PDT 2017","Sun May 28 08:36:49 PDT 2017","Fri May 26 02:30:02 PDT 2017","","","6989","100% (9/9)","100% (9/9)","100% (8/8)","0","Do you like adventure movies?","Please explain what you mean.","They first travel to foreign country.","Ok that is always interesting.","Then they go to remote islands.","Oh that is exciting.","Yes is was very adventurous.","And how was the acting?","It was superb.","So you really liked it?","Yes I highly recommend Kong Skull Island.","Yes they are my favorite.","Ok thank you for letting me know.","Did you see the latest Kong movie?","No I did not.","Oh you have to watch it.","Why is that?","It is amazing.","What is so great.","It is an adventure movie in every sense of the word.","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","3TU5ZICBREV9EHWVZ0LJL4UR9WO8Q3","AKM6CK7MY7LOE","Approved","Thu May 25 11:13:01 PDT 2017","Thu May 25 11:20:34 PDT 2017","Sun May 28 11:20:34 PDT 2017","Fri May 26 02:30:02 PDT 2017","","","453","100% (24/24)","100% (24/24)","100% (24/24)","0","Did you ever see the movie Hottub Time Machine with Adam Sandler?","It was funny when they realized what time period they were in.","Yea with the funky clothes and big hair.","I would love to go back for a day or two.","Me too, just to have life be a little easier.","The music was good in the movie too.","Yea, the 1980's music is played in so many movies, even when it's not a flashback.","I will have to check out part two.","The same guys are in it.","Do they actually use the hot tub again?","Yes but go into the future.","Oh yes I did. That was funny.","I thought they would go back again.","Those guys all did a great job in that.","Yea, I like John Cusack, he's a good actor.","Yea there were a few good actors, like Crispon Glover and even Chevy Chase.","Chevy Chase is a funny man.","Yea, did you see part two.","No I didn't see that one.","It was good but I like the first one the best.","",""
"34O39PNDK62P6WB8PPPSSCZA78VRBP","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","3X66WABAJXCW0VWBKNLB09IENM0G3Z","A214JTAHTAWUKA","Approved","Thu May 25 07:35:42 PDT 2017","Thu May 25 07:41:47 PDT 2017","Sun May 28 07:41:47 PDT 2017","Fri May 26 02:30:02 PDT 2017","","","365","100% (37/37)","100% (37/37)","100% (15/15)","0","Did you catch any of the latest DC movies?","Did you think it was better than the old one?","The Reeves or the new, older, ones?","The Reeves movies.","No way, Reeves was a classic Superman.","The new movies are not?","No, the new films have their own take on superman, still cool, but not classic.","What about Batman in the film?","Daredevil, I mean Batman, was better in the film than expected.","That movie surprised me with how well it came out.","Not great, but I liked that they had a lot of action","A few, Suicide Squad.","I love any action with batman and Superman.","They really are bringing back so many of those characters in the movies.","Seems like they are trying to bring the whole of the dc universe into film.","Batman, Superman, suicide squad. Wonder Woman.","Even Batman vs. Superman. That was a really big movie","It was huge, the a real epic.","I could not believe they showed Superman dying in that film.","I am sure he will be alive in the sequel.","",""
"3BDORL6HKK78G13E3PLN3W5SPTVRCW","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Thu May 25 02:45:53 PDT 2017","9","BatchId:2814928;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 01 02:45:53 PDT 2017","","","30LB5CDZND40AKSJRSRHJI0DV0O0ZR","A2WCCV1W8UE8ED","Approved","Thu May 25 10:33:18 PDT 2017","Thu May 25 10:50:00 PDT 2017","Sun May 28 10:50:00 PDT 2017","Fri May 26 02:33:42 PDT 2017","","","1002","100% (16/16)","100% (16/16)","100% (15/15)","0","So you told me you don't  like traditional Hollywood musicals, but you like Phantom of the Opera and Mama Mia.","Yes, I saw a stage version with Zero Mostel, who was known for the part, but to me, not as good.","I have seen Topol without the beard and you can hardly see him as Tevye.","Yes, he looks so different and I don't think he's done anything nearly as memorable in his career.","What about the movie daughters.","They were all beautiful.","Well, Tzeitel was plain but you come to see her as beautiful, but Hodel was a beauty.","And Chava; you had to love her.","And has there ever been a funnier scene than when Tevye thought the butcher wanted his milk cow when he actually wanted his daughter.","I still laugh and laugh every time I see it.","Do you know that movie was made over 45 years ago?","Right.","We are getting old my friend.","So any other movie musicals that you like.","Fiddler on the Roof.","Well, that is a classic.","The music and the story line are wonderful.","Yes, how the father bends and bends to accept his daughters' choices...","And finally can bend no more.","Topol was amazing as Tevye.","",""
