"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","32SCWG5HIIY1ARCS689W1L8QZNA6PN","A187VQAC6D8YMY","Submitted","Mon Jun 19 11:23:26 PDT 2017","Mon Jun 19 11:33:48 PDT 2017","Thu Jun 22 11:33:48 PDT 2017","","","","622","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you ever noticed that newly released movies often copy each other?","Yeah, but they're still about major world changes.","But they're not about the end of the world and that's what true apocalypse movies are supposed to be about.","But to the animals living during that time, it sure seemed like the end of the world.","But they aren't people!!","Does it matter? Apocalypses are apocalypses, no matter which life forms are around to witness them.","So you think that if bacteria witnessed a cataclysmic event, assuming there were no humans around to see it, it would still qualify as an apocalypse movie?","Do you honestly think that Hollywood would make a movie about a bacterium's End of Days?","Actually, it might be better than some of the drek they're putting out these days. I might not mind a movie about a bacterium.","At least it would raise viewers' IQ slightly. People would then know the difference between bacteria and a bacterium.","Please. No grammar police today. It's my day off. But yeah, I'd love to see a blockbuster about microorganisms.","I'm not sure I'm following you.","Maybe they could get John Cusack to play a cute smallpox virus or something.","Like when a bunch of apocalypse movies came out at once. 2012 came out around the same time as The Road.","Yeah, ok. I see what you're getting at.","Wasn't San Andreas out around then, too?","No, that was definitely more recent. But I think that Ice Age movie was around 2009.","Ice Age: The Meltdown?","I think that's the one I'm thinking of. I think they've done like three or four Ice Age movies by now.","Can you really consider Ice Age movies to be apocalyptical though? I mean, they're animated...","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","338JKRMM27TAKCQ7D8I38H8L9FQAHC","A17J1CE7N49Z9D","Submitted","Mon Jun 19 11:27:34 PDT 2017","Mon Jun 19 11:29:59 PDT 2017","Thu Jun 22 11:29:59 PDT 2017","","","","145","0% (0/0)","0% (0/0)","0% (0/0)","0","have you watched all eyez on me?","i heard bad reviews","people say it is not as good as the straight outta compton movie.","i didnt care for that movie either.","are you serious?","i liked nwa too but it was just boring.","yeah, it was not for everybody.","i thought they made eazy look like such a fool.","he got scammed and wasnt much of a gangsta.","i always knew him as the biggest gangsta.","the movie didnt showcase that much","the new 2pac movie?","ice cube was more tough there.","yeah, it is in theaters now.","I dont care too much.","how come?","i've never been a pac fan.","Are you a biggie fan.","I am. east coast represent.","2pac was so much better.","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","33NF62TLXKWCNVUJDZYDE8RWRKMKJ6","ASWRCA8J5G771","Submitted","Mon Jun 19 12:56:29 PDT 2017","Mon Jun 19 13:32:51 PDT 2017","Thu Jun 22 13:32:51 PDT 2017","","","","2182","100% (6/6)","100% (6/6)","0% (0/0)","0","Hey there! I just saw the best movie! Have you seen Inside Out?","I thought Phyllis Smith did a beautiful job with Sadness.","Her voice was made for this role! Her whole role on The Office was basically the same thing.","Hah, yeah. They cast the voices so well! I especially loved Amy Poehler as Joy.","When do you not love Amy Poehler?","You got me. Always. Leslie Knope 2020!","What did you think about how they wrote Riley?","Adults tend not to take kids seriously, and here, everything she felt was very real.","So true! Childhood is so confusing, and adults belittle kids all the time.","This movie says that it's okay to feel everything we do, no matter our age.","In the end, Sadness was just as important as Joy--same as all the characters.","I saw it when it first came out! You're only seeing it now?","I think I'm a more realized person after Inside Out. Do I have to go to therapy this week?","I'm a little late to the movie game. But wasn't it adorable?","And so heartfelt. How many times have we been confused about our emotions?","All the time. I loved how the movie portrayed each emotion as a character.","And our brains as like a theme park! The memory orbs were really cool, too.","I heard the filmmakers consulted with psychologists to get down some of the science.","Like memories and REM sleep? I think I actually learned some science during the movie!","Who was your favorite character?","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","39U1BHVTDML050IH4NKIZSX3EZW3TM","A1WBGYZ6Y8NJ9","Submitted","Mon Jun 19 12:05:00 PDT 2017","Mon Jun 19 12:17:49 PDT 2017","Thu Jun 22 12:17:49 PDT 2017","","","","769","100% (84/84)","100% (73/73)","0% (0/0)","0","I think some people are overrated","It is good man","Peter jackson his directing is awful","I guess i am going to have to disagree with you","Why would you do that","Because his directing is actually pretty good i must say","No way it is way to over dramatic","But that is the point","It falls flat because of that","I think it is atmospheric","Sometimes other times it is shameful","What do you mean","Eh","Like they are said to be better than they really are","Is that a bad thing?","Well yeah it makes them over inflate their ego","Who in question are we referring to as overrated though","A certain director","Name names i cannot comment without that","Well sorry about that","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","3G2UL9A02E8C4L8SAMFF1ZH5ZU676L","A17F06M11XQX6S","Submitted","Mon Jun 19 13:00:42 PDT 2017","Mon Jun 19 13:12:37 PDT 2017","Thu Jun 22 13:12:37 PDT 2017","","","","715","0% (0/0)","0% (0/0)","0% (0/0)","0","So, seen any good movies lately?","Yes, although there are quite a few obscure songs too.","So were all of the main characters back in this one?","Yes all of the guardians are back as well as a few new characters.","Does Vin Diesel still play Groot's voice?","Yes, he did the voice again in this movie and was great.","What other actors/actresses were in this movie?","There were a few new ones like Kurt Russel, Slyvester Stallon, and Pom Klementieff.","When did you go see the movie?","I went last weekend with my son during the matinee.","Cool, should I see the movie in 3D?","Yeah, I saw Guardians of the Galaxy 2.","No, they didn't release a 3D version of this movie.  It is definitely a great movie though.","Oh, yeah I wanted to see that one, was it any good?","Yes, my son and I thought it was great.","I thought the previews were really funny.","The best part is there are a lot more funny scenes than what they show in the trailer.","I really liked the songs they used in the trailers.","Yeah me too, my favorite was the one by Fleetwood Mac.","Is the rest of the soundtrack as good as the first one?","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","3P1L2B7AD2J18C3YEC2J14LXFD2LOS","AYJ4UEKIN5DGF","Submitted","Mon Jun 19 11:18:59 PDT 2017","Mon Jun 19 11:53:03 PDT 2017","Thu Jun 22 11:53:03 PDT 2017","","","","2044","100% (1/1)","100% (1/1)","0% (0/0)","0","Have you seen any good movies lately?","Yeah, Iron Man is pretty awesome. I just really like mythology.","I see. That makes sense then.","My favorite movie is probably Avengers, though.","I know! It was just so good.","So many heroes in one movie! Hard to dislike.","I really liked Captain America: Civil War because of that.","Me too! Spiderman was such a treat.","I am really excited to see his movie! I think it is coming out soon.","We should go watch it together! I think it comes out in July.","Okay! Sounds like fun.","I just watched Doctor Strange on Netflix!","Sweet. We will make plans later.","Oh, they have that?","Yep, I think they just got it recently.","Well, I think they have some kind of Marvel deal, so it makes sense.","I know. I love the Marvel movies, so I am glad Netflix gets a lot of them.","Me too! Which hero is your favorite?","Hmm, that is hard to say. Probably Thor.","Really? I am a huge Iron Man fan!","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","3PW9OPU9PREABYAPY4M3AC9GG2312Y","AOUA5V4K3BQ23","Submitted","Mon Jun 19 11:35:46 PDT 2017","Mon Jun 19 11:57:45 PDT 2017","Thu Jun 22 11:57:45 PDT 2017","","","","1319","0% (0/0)","0% (0/0)","0% (0/0)","0","Who is your least favorite actor?","Well, but usually the script is terrible, especially recently.","It's true, he hasn't been very choosy recently.","He's been choosing, just bad movies! Did you see The Sorcerer's Apprentice?","I saw a trailer for it, and it didn't look good.","Spoilers: It was in fact not good.","I prefer to think about peak Nicholas Cage. How about Leaving Las Vegas?","Yeah, he was alright in that. Like 30 years ago.","Either way, I think he won the Oscar for that performance.","He might have, you might be right.","So, just saying - your least favorite actor was once the best actor in the world.","I guess I'd probably say Nicholas Cage?","I still don't like him, what can I say? He just grates on me.","Nick Cage? That guy is a riot! He's so goofy and fun!","So goofy and awful, you mean.","Oh, man, his performance in Con Air is one of my favorite 'good bad' performances of all time.","I barely remember watching that movie on cable one night, years ago.","With that corny Southern accent. 'Why couldn't you put down the bunny?' Hahaha.","He just seems super over-the-top and annoying most of the time.","I respect the effort that he puts into each role. Regardless of the script, he gives his all.","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","3TDXMTX3CCO9T5POTDJCSO7ED9GI6O","ATADQXPHL10Y8","Submitted","Mon Jun 19 11:38:17 PDT 2017","Mon Jun 19 11:44:53 PDT 2017","Thu Jun 22 11:44:53 PDT 2017","","","","396","100% (218/218)","100% (77/77)","0% (0/0)","0","Do you still think Ironman will continue in his current inception?","Most movies are just based on one comic?","Yes they have to be.","I cant believe they stretch it out that far.","ITs not hard when they add their own elements in.","So they dont stay true to it?","They take liberties for the benfit of the viewer?","Yes thats how they make the movies interesting.","Wow you learn something everyday. So you think Ironman dies?","No I think he just retires.","And helps Spiderman?","I think Downey will still play him","That I do not think happens.","But for how long?","I dont think he has a contract for those movies anymore.","They could have someone take over.","In the comics they do.","But the movies dont follow the comics always.","In what sense?","Chronologically its tough because there are so many comics.","",""
"31D0ZWOD0ATWNSMHPY6HD5EHHGU0AL","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:48 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:48 PDT 2017","","","3ZWFC4W1UV1I5XLIKTGP0MLIT6XRF3","A1YKFB1EKM08EV","Submitted","Mon Jun 19 14:02:51 PDT 2017","Mon Jun 19 14:20:26 PDT 2017","Thu Jun 22 14:20:26 PDT 2017","","","","1055","0% (0/0)","0% (0/0)","0% (0/0)","0","What is your most favorite movie you went to see in a movie theater?","It is nice when you can attach a good memory to a bad situation.","And why do you like Raiders of the Lost Arc.","My mom and I went to see it after I got home from the first summer trip to my dad's after the divorce.","So it has sentimental reasoning too?","No not that one, it was just hilarious.","What do you mean hilarious? There were a couple of funny parts but I wouldn't describe it as hilarious.","So my mom and I were having issues because I was pissed she wouldn't let me come home early when I was miserable.","How old were you then?","I think I was 13 or maybe 14.","Ok so why was it so funny?","That is a hard choice.","Remember when Harrison Ford fell down into the chamber with the snakes and the cobra stood up in front of his face? My mother who is petrified of snakes, cleared the chair and had her butt and feet both on the back part of the chair where she stayed while watching the rest of the movie.","Do you have a few in mind?","Well two actually. ET and Raiders of the Lost Arc.","I love those movies but why are they your favorites?","ET was the first movie my mother took me to after my parents got divorced.","I would think that would be a sad reason.","It was but it was also a bonding element for my mother and I so it was a good thing.","I can see that and it makes pretty good sense.","",""
"335HHSX8CDZ5WZVP7G449YL4O0TDH2","36R4ILE2GAXMKAH4SE4AHEHE8R5HFD","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.70","Mon Jun 19 10:49:47 PDT 2017","9","BatchId:2840997;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:49:47 PDT 2017","","","340UGXU9DZVZHMZPO2GYNJBOOX6UVB","A30G113XRQO3VL","Submitted","Mon Jun 19 12:29:32 PDT 2017","Mon Jun 19 13:25:07 PDT 2017","Thu Jun 22 13:25:07 PDT 2017","","","","3335","0% (0/0)","0% (0/0)","0% (0/0)","0","That was an awesome movie! So unexpectedly fresh, and funny!","Edward Burns in another winning role, as an adulterer without pants. Surely a shrewd career move to show his range as a serious actor.","I would have rather seen ""Jim"" from ""The Office"" play that role. Now that would have been unexpected.","I think you could be on to something...","And what was the name of the British lady...the one who got jilted by the sleazy writer?","Kate Winslet","Wasn't she is that vampire movie","No, you are thinking of Kate Beckinsale. She was in the ""Underworld"" series of movies.","I thought that was Cate Blanchett?","No, Cate Blanchett was the Ice Queen in the Narnia series.","I thought that was Tilda Swinton.","Right? Yeah. And who'd have thought Jack Black could be funny without wearing spandex?","It's a little know fact that Tilda Swinton IS in fact Cate Blanchett.  She created a second identity in attempts to get more auditions.","Yeah. And I really liked that British chap, too. He was also quite funny in this movie.","Jude Law...yeah. Great casting choice to have him play someone in need of a nanny for his kids.","Oh, and I just loved the ""movie trailer maker"" character. The one that couldn't cry...","Oh, yeah.  Cameron Diaz.  She's really developed as an actress since her debut in ""The Mask""","Even the old guy next door was funny!","Eli Wallach. Did you know his work dates back to the spaghetti westerns...although he was eating Matzah balls in this movie.","Who was the guy Careon Diaz punched?","",""
