"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","32KTQ2V7RE9I77HDCZKG4R5XL4UM9C","A15SC8HE4DCVG0","Submitted","Mon Jun 26 14:03:29 PDT 2017","Mon Jun 26 14:32:26 PDT 2017","Thu Jun 29 14:32:26 PDT 2017","","","","1737","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen Fantastic Beast and Where to find them?","yikes, so I am assuming there is a romantic plot concerning a no-mag and a witch or wizard.","Of, course there is but I am not going to tell you anymore about it. However that is not the main plot of the movie. Newt, (the main character) comes to New York for some business carrying a suitcase filled with magic creatures. The suitcase is magical so it is bigger on the inside then outside, obviously.","obviously","Well, the creatures keep trying to escape and because of a mix-up with someone else's suitcase they do. Since the security is really tight due to grindelwald  and something destroying the city (before the creatures escaped) Newt has add trouble collecting all his creatures again.","Wow, sounds intense.","It is, but just seeing all those amazing creatures is super worth it.","I was always amazed at the different creatures Rowling came up with. I really want to see it now.","You, should. It is really good. Infact, let me know when you watch it and I will see it with you.","It is that good that you would watch it again.","Yes, it is that good. You will want to watch it over again as well.","No, isn't that the one set in the wizarding world of Harry Potter but set before the books take place?","Ok, I now know that this is a must see movie!","Yeah, I love how they are expanding the wizarding world so we see other people and places.","I like that they are making the movie about the 'author' of one of the Textbooks they have to read, but what do you mean about other places.","Oh, didn't you know. It takes place in New York, America. So we get to see the culture difference between England and USA.","I guess I did hear something about that, now that you mentioned it. Something about non-wizards being called no-mag instead of muggles.","yeah, that is one of the differences that people have been talking about but I think the bigger differences is that in America wizards and witches aren't allowed to marry or even be friends with the no-mag just so the secret of magic won't leak. Isn't that crazy?!","Wow, really! Man, that is rough.","Yeah, I guess this is one of the reasons grindelwald is trying to 'liberate' witches and wizards, and the threat of him is really real throughout the movie.","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","35K3O9HUAC7TWTGDYNWP1FMZF15FEH","A214JTAHTAWUKA","Submitted","Mon Jun 26 14:43:48 PDT 2017","Mon Jun 26 14:50:56 PDT 2017","Thu Jun 29 14:50:56 PDT 2017","","","","428","100% (252/252)","100% (212/212)","100% (156/156)","0","I just watched my first Patrick Swazye film.","He did a bit of fighting in Point Break.","Who else plays in that one?","It had Keanu Reeves.","What is it about.","Mostly surfing, a bit of crime and lots of action.","I know he made romance movies right?","He did, my favorite is Dirty Dancing.","I have seen the remake.","The remake is not even worth watching.","Was the old one a good movie?","Really? He had so many hits.","It was amazing, he did all of his own singing in the movie too.","I know, I am behind the times.","What one did you watch?","It was called Roadhouse.","That one is about the bar in Jasper Missouri right?","Yes, he was so cool in that movie.","He is really good at the action stuff.","What other action movies did he play in?","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","382M9COHEI9IFBD3TCRONFN2PO8EU3","A3PJAHAD5YO67C","Submitted","Mon Jun 26 21:54:59 PDT 2017","Mon Jun 26 22:01:19 PDT 2017","Thu Jun 29 22:01:19 PDT 2017","","","","380","0% (0/0)","0% (0/0)","0% (0/0)","0","What movie did you see this weekend?","You're right, and Themyscira looks so amazing, I wish it were real.","I know, me too. It's awesome that Wonder Woman is literally part goddess.","Yeah! It's great they kept her whole backstory like in the comics.","For sure, it's super cool that she's not just a random person like some superheroes.","Yeah I agree, she really has it all.","None of the other superheroes are nearly as cool.","Yeah, have they already said they're making a second movie?","I think they're writing it now!","Great, I can't wait to see it already.","Me neither, if the first is anything to go by.","Wonder Woman, it was great.","Wonder Woman is the best.","You hadn't seen it yet? It's so good.","No I didn't! It was awesome.","Yeah, it's so good. Did you know Gal Gadot was pregnant while filming some of it?","What? That's crazy, how did she do that?","I have no idea. I think they used a green screen to edit out the baby bump or something.","Wow, the technology they have for films these days is insane.","I know! The special effects in the film are super good all around.","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","3A0EX8ZRN9I1PHLOTMMNPSNUIF6BYY","A2M4YIC3XU2693","Submitted","Mon Jun 26 21:54:11 PDT 2017","Mon Jun 26 22:04:54 PDT 2017","Thu Jun 29 22:04:54 PDT 2017","","","","643","100% (48/48)","100% (48/48)","100% (48/48)","0","Over the weekend I binge watched all of the Indiana Jones movies.","Michael Douglas, Kathleen Turner and Danny DeVito.","If Danny Devito is in it, it must have some humor.","It does. There's also the Crocodile Dundee trilogy that stars Paul Hogan.","I've never heard of him.","Those are the only movies I know of with him.","Someone else I know recommended a movie called sahara.","That was a good movie. Not exactly the same genre, but it is adventurous.","I still can't believe Harrison Ford is doing another Indiana Jones movie. I mean, he's getting up there in age.","I know.He;s currently 74 years old.","He must have a lot of energy to make another one of those.","I love those movies. Did you know they're making another one?","He sure must.","Really? When?","It's due to come out in 2019.","I don't think I can wait that long. Do you know of any other movies that are like Indiana Jones?","You would probably like the Tomb Raider movies. They star Angelina Jolie.","I saw those a long time ago.","There's also Romancing the Stone and it's sequel The Jewel of the Nile.","Who stars in those?","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","3QY5DC2MXSEALPDZONBU5X821P3UFH","A3PB0KSWXYUEAY","Submitted","Mon Jun 26 15:28:57 PDT 2017","Mon Jun 26 15:34:57 PDT 2017","Thu Jun 29 15:34:57 PDT 2017","","","","360","100% (5/5)","0% (0/0)","0% (0/0)","0","Do you ever dowload bootleg movies?","Harrison Ford has been in so many great movies that he would definetly keep making great movies if he was immortal.","If a movie star wanted to marry you, would you divorce your spouse?","No that is superficial, unless it was Angelina Joie.","Have you ever though about what super powers you would like to have?","I would like to be like Ironman and have the ability to fly around.","Which horror movie is the scariest?","The exorcist was the scariest movie that I have ever seen.","Do you think there is too much violence in movies?","There can be but that is why they have ratings on each to make sure the audience is aware.","Do you prefer to read a book before seeing a movie?","No I do not think that is right and it has hurt the movie industry.","Yes, I read every Harry Potter book before going to see them in the movies.","Do you like foreign films?","Yes I like them a lot, there is a lot to learn about different cultures.","Even with subtitles? They bother me.","Yes they do not bother me.","What things do you think happen to often in movies?","I think that every romantic comedy has the same plot and that is why I do not like that genre.","Which movie star should live forever?","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","3TEM0PF1Q6RX7JNNZA2KSQHA9NZD02","ALDKDKRBR4LXD","Submitted","Mon Jun 26 19:06:35 PDT 2017","Mon Jun 26 19:21:42 PDT 2017","Thu Jun 29 19:21:42 PDT 2017","","","","907","100% (10/10)","100% (10/10)","100% (10/10)","0","So did you see the new Beauty and the Best movie with Emma Watson?","Well maybe we should give it a try?","Yep you never know, we may love it.","Sounds good I will meet you at the theater at seven tomorrow.","Ok. Oh and maybe after we can catch the late movie?","What do you have in mind?","Let's go from  Disney to alien sci fi horror!","Hey that's right Alien Covenant is playing right after.","That move looks so cool.","Yes, and Danny McBride is starting I it.","He is such a great actor. Surprised to see him not doing comedy.","I would have to say that's a hard question.","True,  it is strange but I know he will be wonderful in it.","Hard question how come?","Well I do love Emma Watson, but a live action remake seems strange to me.","Well, it has gotten a lot of good reviews.","Still, I'm not sure I want to see it. I loved the animated version years ago.","Same here it was amazing!","I just worry about if they are going to be true the animated story.","I heard that they did but with slight differences.","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","3X0H8UUIT2IWHY7QP7QUUKCEBVIWSB","A240OTT1T85UGT","Submitted","Mon Jun 26 17:56:04 PDT 2017","Mon Jun 26 17:58:26 PDT 2017","Thu Jun 29 17:58:26 PDT 2017","","","","142","100% (53/53)","100% (53/53)","100% (53/53)","0","What's your favorite movie?","His personality","Okay... and...?","And what?","You are so short with me","How so?","This is like pulling teeth","I dont know what to tell you","Tell me more?","About what?","Never mind...","Fight Club","Bye..","Fight Club?","Yea, it's awesome","Why?","I like it","Very specific...","Okay, I like Tyler","What about him do you like?","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","3X0H8UUIT2IWHY7QP7QUUKCEBVOSWD","A42MGR8VOZVA","Submitted","Mon Jun 26 19:50:59 PDT 2017","Mon Jun 26 20:00:22 PDT 2017","Thu Jun 29 20:00:22 PDT 2017","","","","563","100% (94/94)","100% (74/74)","100% (74/74)","0","As anyone see The Legend of  Tarzan? What an amazing movie!","What an amazing cast they had to work with.","The rest of the amazing cast were the animals they created for it.","I agree, the apes, lions, elephants, all of the animals of Africa were so beautifully displayed in this movie.","On the big screen it was as if you were there watching it and being there.","Who was the production company?","Village Roadshow Pictures was the production company.","How much did they make on that awesome movie?","The box office was $357 million dollars worth of greenbacks.","Wow.  That is outstanding.","I love watching it On Demand on occasion.","Oh yeah, I agree!  That movie rocks!","I think I will too soon.","I think it is the best Tarzan that was ever portrayed, and mostly realistic.","Who was the director?","David Yates directed that movie.","It released in July 2016, I remember seeing it on the big screen.","Watching that sort of movie on the big screen makes the entire movie come to life!","Who were some of the starring actors again?","Alexander Skarsgård played Tarzan, Margot Robbie, Christoph Waltz,Samuel L. Jackson, and Djimon Hounsou starred in this one.","x",""
"39I4RL8QGJBSW3CWE53B6URYBTD4H5","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","3YJ6NA41JCADYMRZQR3LAPDVMF7PJY","A3ODPTJ09S6NCL","Submitted","Mon Jun 26 18:55:20 PDT 2017","Mon Jun 26 19:05:31 PDT 2017","Thu Jun 29 19:05:31 PDT 2017","","","","611","0% (0/0)","0% (0/0)","0% (0/0)","0","My favorate Pixar movie has to be Up.","Then there was Russle.","Who did not love Russle the boy scout?","And the dogs that talk!","Squirel","So funny","It was nice that he went to pursue the dream that they never got to live together.","The falls of Paradise","It seemed like he would die their.","Definately that did seem like how it would end.","I was glad that they returned home safely","Up was a great movie.","eating icecream on the curb was  great ending.","I remember seeing it in 3D in the theaters and crying , laughing and just loving the entire movie.","They built the characters so well.","It was impossible not to feel for the couple as they grew from the kids in the abandoned house.","The love they showed eachother was so touching.","It was so sad when they lost their baby.","The little kids watching do not know what that is about but the adults all cry.","When the developers come and build all around the house and begin to push him out it is sad but his strength and determination was inspiring.","x",""
"3D1TUISJWIUR9WHVZTCEJAQ7AJFUIA","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:58:22 PDT 2017","9","BatchId:2849340;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:58:22 PDT 2017","","","324G5B4FB42HQAMD8XZYSY7ENCN70U","A3ODPTJ09S6NCL","Submitted","Mon Jun 26 16:37:45 PDT 2017","Mon Jun 26 16:52:05 PDT 2017","Thu Jun 29 16:52:05 PDT 2017","","","","860","0% (0/0)","0% (0/0)","0% (0/0)","0","Do you remember seeing Finding Nemo?","The movie was pretty exciting a few times.","What about the dentist?","Oh yah, the mean dentist who get nemo while diving.","More so remember there is a nasty girl who is not very nice to the fish.","It was exciting when they were trying t get nemo out of the filter so he can be free.","You can date the movie by the fact that the dentist still had spit bowls,now Nemo would be sucked up a tube to get out.","I always felt bad for the dad that he had lost his wife.","And now his kid, it was sad.","One of Pixars best that is for sure.","Someday we should see Finding Dory.","I do, I loved that movie.","I am in!","It is sad in the begining when his mom and all the other eggs get munched.","Yah some of those kid movies start out really harsh.","Who is your favoriye character in Nemo?","Dor, definately Dory I thought she was really funny with the short term memory issues.","I likes the Marlin too.","I loved the part where there are in that wave of migrating marine life and the turtles are there. What is that called?","I can not remember but that made me think about the chase in the trench where Nemo is being chased.","x",""
