"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3483FV8BEFD5IKBM4AYK580XPTI26T","A42MGR8VOZVA","Submitted","Fri Jun 23 14:42:53 PDT 2017","Fri Jun 23 14:52:17 PDT 2017","Mon Jun 26 14:52:17 PDT 2017","","","","564","100% (60/60)","100% (40/40)","100% (40/40)","0","Hey have you seen Hidden Figures yet?","Helping Jon Glenn arrive back home is pretty great.","I think the director Theodore Melfi did an amazing job.","Yes, I felt that I was interested the entire movie, it held my attention.","The box office made $230 million dollars on that movie.","I can imagine they probably got some awards too, it was a great movie.","Maybe we can rent it again and watch it together.","Perhaps Netflix has it?","Maybe, but if not we can get it at Red Box.","Ok, well if you want we can try this weekend?","Sure, I will let you know when I find the movie!","Yes, I think so, but it has been a while.","Thanks, see you soon.","That was an amazing movie! I loved the historical view of it.","Who were the actors in it again?","Taraji P. He, Octavia Spencer, Janelle Monáe were the main women that acted in this film.","The story of those women was amazing, how they helped the space program. No one ever knew much of their names either.","Yes, it was always the astronauts that got the credit, never the people behind them , helping them arrive safely back home.","Those women were some brilliant minded women.","They were extraordinary.","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3DHE4R9OCX57FD0SGN76HZDMJ8M2GY","A2AKLWFMAT1ILJ","Submitted","Sat Jun 24 06:44:09 PDT 2017","Sat Jun 24 06:52:04 PDT 2017","Tue Jun 27 06:52:04 PDT 2017","","","","475","100% (21/21)","100% (21/21)","100% (21/21)","0","Have you seen the new Guardians of the Galaxy?","Yeah, haha.  I loved her as Kitty Pryde.","Kevin Bacon is in Super too, and would later be Sebastion Shaw in X-Men first class.","And, Michael Rooker, who was Yondu in Guardians.","Everything comes full circle.  You like Michael Rooker?","Yeah, he's solid.  I liked him in Mallrats, and Days of Thunder, but his role as Yondu is my favorite.","How about Chris Pratt, huh?","I know, he went from a small name actor to one of the biggest stars in Hollywood.","And, how about Dave Bautista?","Guardians definitely made his acting career.","No doubt-- pro wrestlers don't typically make a lot of good movies.","Yes!  I loved it-- great movie, awesome soundtrack, and Stallone is in it.","Except the Rock.  He's one of the biggest stars out there.","What was your favorite part?","Too many good parts to name-- it's a brilliant mix of comedy, action, and drama.","I can agree with that.  Talk about taking some secondary characters, and making them super popular.","James Gunn is a great director.  I really liked his movie Super, too.","Yeah, that's probably Rainn Wilson's best movie role.","And, it has Juno in it.","Haha, you mean Ellen Page?","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3EA3QWIZ4JPFV300PQR53YZSYYPTI7","A2GIYD0TEI3V62","Submitted","Sat Jun 24 04:11:09 PDT 2017","Sat Jun 24 04:15:38 PDT 2017","Tue Jun 27 04:15:38 PDT 2017","","","","269","100% (48/48)","100% (48/48)","100% (48/48)","0","Do you like documentaries","There are a few that I like","Which ones in particular","I love Dear Zachary","What is that about","It's about a man writing a letter and making a video for a kid whos dad was killed by his mother","Wow, should I check it out","Yeah, but beware that it's very heart breaking","I'll keep that in mind","There is also one that I like called Bully","Whats that about","Well, it depends on the type","As the title says, it's about bullies and their affect on kids","What do you mean","I typically like War Documentaries","Really, what kind?","Anything about World War 2","Whats the best one?","The World War 2 documentary by BBC is the best film i've seen in general","What about life or health documentaries","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3TS1AR6UQR88NE13BFIJV5UIT9HF71","ANRQAZB3SWLJ","Submitted","Sat Jun 24 11:09:49 PDT 2017","Sat Jun 24 11:13:02 PDT 2017","Tue Jun 27 11:13:02 PDT 2017","","","","193","100% (28/28)","100% (23/23)","100% (10/10)","0","We watched the entire Rocky movie set this weekend.","That Russian fighter isn't a likeable person.","Definitely not.","Mr. T wasn't either.","I know.","The one where he trained that young guy wasnt a favorite.","Not for me either.","Just didn't seem like a Rocky movie.","I know.","His wife really is pretty.","Yes after she took the glasses off, she looked different.","Wow, that's a lot of movies.","Good actress too.","Yes, but those movies are great.","They are.","Which one was your favorite?","Has to be the first one.","Me too.","The second best to me is when Apollo dies.","That is sad.","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3U0SRXB7CEZUTPYZIHZ28RURWCTRNF","A3GLK1KZBI9AYV","Submitted","Sat Jun 24 09:47:31 PDT 2017","Sat Jun 24 10:16:18 PDT 2017","Tue Jun 27 10:16:18 PDT 2017","","","","1727","100% (30/30)","100% (20/20)","100% (8/8)","0","Are you looking forward to seeing any movies this summer?","Oh, yes. There's one with Tom Cruise now.","Why? Was there another The Mummy movie?","Yes. There's a whole trilogy actually.","Really? Who was in them?","Brendan Fraser! Didn't you know that?","I'm not sure. When were the movies out in theatres?","The Mummy came out in 1999. The Mummy Returns came out in 2001.","Oh. That was a while ago.","True. Then the third one came out in 2008.","Which one was that?","I want to see Wonder Woman.","Tomb of the Dragon Emporer, I believe.","I heard it's supposed to be really good.","I heard the same thing. That's partly why I want to see it.","Do you have any idea what it's supposed to be about?","I heard it goes into Wonder Woman's Amazon origins.","Doesn't it take place during World War I?","Apparently it's set in 1918.","I want to see the Mummy.","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3UWN2HHPUZZ6U4YCX6Z7Y1ZNID8NST","AIC2D8A9UQO8S","Submitted","Fri Jun 23 15:20:59 PDT 2017","Fri Jun 23 15:31:38 PDT 2017","Mon Jun 26 15:31:38 PDT 2017","","","","639","100% (10/10)","100% (9/9)","100% (9/9)","0","Have you seen any decnet movies lately?","You didn't see the remake? It was a gender bend of the original film.","That doesn't sound too bad, what exactly ruined it for you?","Well the fact that the film made it seem like the original never happened and they every guy in the film was portrayed as a bumbling idiot.","Come on every guy?","Yes every single one. Even stand ins.","Yikes, that does sound a bit bad, but I don't think Wonder Woman will be anything like that.","I have my doubts, I don't think it will be as bad as Ghost Busters but I can already imagine there will be some kind of shot at men in the film.","I'm sure there will be one or two but I can over look it as long as the film is good.","I'm going to wait till it hits amazon or something.","Why that long?","In all honest I really am not too amped for the majority of movies.","It just seems like most movies now a days are being rushed to digital media.","Why not?","Personally they are either dry reboots, standard chick flicks, and duds.","What's the last movie you've seen?","John Wick 2 was the last movies that I saw. I was very excited to see it.","Actually now that I think about it, that film was the only movie as of late that has delivered on the entertainment scale.","I agree. People are hyping up Wonder Woman but part of me thinks it will be ruined like Ghost Busters was.","Ghost Busters? How was that ruined?","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3WJ1OXY92BAHR1PEA4OXV4FM7DY8AS","A2NG2CCBMVEBIA","Submitted","Fri Jun 23 23:27:02 PDT 2017","Fri Jun 23 23:33:40 PDT 2017","Mon Jun 26 23:33:40 PDT 2017","","","","398","100% (25/25)","100% (22/22)","100% (17/17)","0","Have you seen any Keanu Reeves movies lately?","Can he sing? Is he a good vocal talent?","I'm not sure I remember him singing at all actually. He might have sang at some point in his career.","I know some actors can sing too.","I believe some can, like Stephen Colbert. He can sing well.","I have heard him sing from time to time.","Does he sing well?","Yes, Colbert sings well. He was in Missing Persons too.","Oh wow! What character was he? I've seen that movie.","He was Chet Davis.","I don't remember him. I'll have to look for him the next time I see that movie.","No, I don't believe I have. What movies was he in?","I'll look out for him too.","He was in Speed from 1994.","What other movies was he in?","He was in Little Buddha and Constantine too.","That's really interesting!","Thank you.","Can he sing?","What do you mean?","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3X4MXAO0BHIKGJ7DAIQP4A7IPN7RWE","A2820MTKM9SCC8","Submitted","Fri Jun 23 18:31:42 PDT 2017","Fri Jun 23 18:39:13 PDT 2017","Mon Jun 26 18:39:13 PDT 2017","","","","451","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen the Star Wars movies?","The new Star Wars movies wouldn't even exist if the old ones weren't made first.","That is a great point. I am sure the new ones have great effects and everything but they can't beat the plots of the original movies.","Exactly better effects never equal better movies.","You are right there have been awful movies with great special effects.","To be honest I've never seen the new Star Wars movies.","Neither have I honestly.","So I guess we are just as bad as the people who have only seen the new ones yet claim they are better.","Yes we should probably watch the new Star Wars movies so we can make a better opinion.","I completely agree and we should watch them together.","Great idea let's watch them together soon.","Did you really just ask that question?","Sounds good it was great talking about Star Wars with you!","I know it's surprising but some people have never seen any of the movies.","I feel bad for those people!","I know I can't imagine reaching adulthood never having seen Star Wars or wanting to see it.","Some people are just unlucky to not want to immediately see it.","I also can't stand the people who have only seen the new Star Wars movies and claim they're better then the old ones.","Wait, they claim the new ones are better and they have never seen the old ones?","Yes I just don't get how they can make such a bold statement.","x",""
"3Q2T3FD0ON2T6LU35OE5OU7OEDO3MW","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","3ZDAD0O1T27CLYPVOCR668M7MBWXTE","AMYYL67LDKPDA","Submitted","Sat Jun 24 07:52:47 PDT 2017","Sat Jun 24 07:56:58 PDT 2017","Tue Jun 27 07:56:58 PDT 2017","","","","251","100% (149/149)","100% (149/149)","100% (149/149)","0","What are the worst Marvel movies to you?","Right.  The Marvel universe doesn't seem interested in changing him.","What made the first movie different from the rest?","The first one was kind of the start of the new Marvel movies so it was unique.","They were kind of feeling their way into the universe.","It was a good origin story.  I like the whole desert part.","Where he was held hostage and eventually got out?","Right.  It was a solid setup and origin story.","So what was different about the last two movies?","He was no longer a sympathetic character.  He was rude to everyone.","Including his assistant.  Pepper I think her name was.","I think they're all overdone to some extreme.  Give me a specific character.","Correct.  He gave her crap all the time and it wasn't welcome hence why the last few movies were garbage.","Sure.  What do you think of Iron Man?","Hate Iron Man.  Hate all of the films really.","Hate or dislike?","Both I guess. The first one was tolerable, but the last two were awful.","And why do you say that?","Because Iron Man is completely unlikable.  He's a rich jerk who never learns anything.","I guess you have me there.  He doesn't really have much character building.","x",""
"308KJXFUJR0X31J8N0URXGGMEVBTAI","3H2ZGQZOTY2P6RYE28EK9LCO2SLXYQ","Create a dialog on movies for twenty sentences","Create a dialog on movies for twenty sentences","dialog, chat, movies, entertainment, arts, conversation, writing","$0.80","Fri Jun 23 14:10:23 PDT 2017","9","BatchId:2847000;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:10:23 PDT 2017","","","31JLPPHS2VOKS8D986YJ5IRGG8RO3W","A1HKCTDOTL6C9I","Submitted","Sat Jun 24 13:44:43 PDT 2017","Sat Jun 24 13:54:22 PDT 2017","Tue Jun 27 13:54:22 PDT 2017","","","","579","100% (48/48)","100% (45/45)","100% (42/42)","0","Have you seen Bleed For this?","I'll have to check out Bleed For This for the story as well as Miles and Aaron's performances.","It's a very inspirational movie as you start off thinking Miles character is pretty arrogant before the crash, but you start to root for him to recover.","It sounds like a Rocky type movie to me, with the boxing and all.","It sort of is, but instead of working his way up from not having anything, as an underdog role in Bleed For This, he already is kind of at the top but loses it all and has to battle back.","Okay, this sounds like Rocky 3 then.","You have a point, it's more like Rocky 3, where Rocky has it all and starts to lose things making him realize he needs to go back to his roots.","I loved Rocky 3, Mr. T, Hulk Hogan, there was a lot of crazy in that movie.","We lost Mickey in Rocky 3, that was really sad.","That made me feel really sad to see Mickey die.","Watch Bleed For This, I think you'll really love it. Try to see if you can recognize Aaron Eckhart. He has a gut and is balding in here!","The boxer movie with Miles Teller right?","Okay, I have to see that for myself.","Yeah Miles plays Vinny ""The Pazmanian Devil"" Pazienza, a former boxer who is involved in a horrible car accident that critically injures his spine, but he has it in his head to recover and enter the ring again.","I remember watching the trailers and saying to myself, I have to see this!","It's really good and inspirational. Aaron Eckhart plays his trainer in the movie and you won't even recognize Aaron!","I love Aaron Eckhart. Ever since the Dark Knight. He used to always confuse me with Thomas Jane.","I know they look like twins at times. Almost interchangeable actors! Thomas Jane will always be the actor from guilty pleasure movies for me.","He was in Deep Blue Sea and the Punisher right?","Yeah, two of my favorite guilty pleasure movies to watch. He was also in a really good movie called Thanks For Not Smoking.","x",""
