"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","379J5II41PAFWLQ9KYZNWSRJBETELK","A1NITBXDX8TN7T","Submitted","Tue Jun 20 04:13:46 PDT 2017","Tue Jun 20 04:17:11 PDT 2017","Fri Jun 23 04:17:11 PDT 2017","","","","205","100% (1/1)","0% (0/0)","0% (0/0)","0","Big Hero 6 was well done.","I cried when the original Baymax also ""died"". Glad he gave Hero his disk so he could rebuild him.","Yes I enjoyed it. Hero was a great character.","I loved Baymax. I bet he feels like a big blow up balloon.","It sure would be fun bouncing on him, ha ha. But seriously it was a good story.","Yes, it was sad when Hero's brother died. I was not expecting that.","It does seem like many characters get killed in Disney films.","It is meant to show resiliency in characters I guess.","Yes, I don't know how they would have made a good story about that without his brother's death.","Yes sometimes good characters die.","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","37XITHEISX3B2L18TRQOSG0FWR9RCS","AMYYL67LDKPDA","Submitted","Mon Jun 19 11:32:21 PDT 2017","Mon Jun 19 11:34:15 PDT 2017","Thu Jun 22 11:34:15 PDT 2017","","","","114","0% (0/0)","0% (0/0)","0% (0/0)","0","So I finally saw Milan today.","Or you're just over-reacting to a cartoon.","For the first time in forever!","Wrong movie, dude.","I know, I was joking around.","Anyway, it was okay.  I think it's the last time I remember Eddie Murphy in anything.","Yeah, he hasn't exactly done much lately, has he?","I thought the movie was pretty good, a bit violent in parts.","Oh, I disagree.  It wasn't violent at all.","We just have different tastes, I guess.","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","386PBUZZXGRN71C1YZAET84BGMOJL9","A3PHP0PY0PM328","Submitted","Tue Jun 20 02:54:29 PDT 2017","Tue Jun 20 02:59:25 PDT 2017","Fri Jun 23 02:59:25 PDT 2017","","","","296","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen the new Beauty and Beast movie?","I will probably go get a copy for my collection too.","Yes, It was great! What did you think?","I loved it. Maybe even more than my kids!","Was that really Emma Watson singing?","Yes! I never knew she could sing.","I think she was great as the role of Belle but I counldn't help but think about Harry Potter!","I agree. I think they did a really great job recreating it.","It was actually better than I expected.","I am glad I bought a copy of my own. We have watched it several times already.","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","3HUTX6F6VVHV7QHQ46KEM8MO9DD2OM","A29AX5O8KL48F8","Submitted","Mon Jun 19 11:34:02 PDT 2017","Mon Jun 19 11:40:50 PDT 2017","Thu Jun 22 11:40:50 PDT 2017","","","","408","100% (32/32)","100% (15/15)","0% (0/0)","0","What is your  favorite disney movie?","I think I will. Thanks for the reminder.","The little mermaid. You?","I love Ariel as well. So The Little mermaid is up there.","But is it your favorite disney movie?","Well it is between that and Dumbo.","Dumbo, really?","Yes, Dumbo is actually terrific.  It has one of the best story arcs ever.","I had never thought about that aspect, just such an old one I forget about it sometimes.","An oldie but a goodie... you should rewatch it. I am sure you will enjoy it again and again.","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","3J88R45B2HSET6WO7VIM1YLAWR7PXY","APF1EAZT104LQ","Submitted","Mon Jun 19 11:08:34 PDT 2017","Mon Jun 19 11:10:52 PDT 2017","Thu Jun 22 11:10:52 PDT 2017","","","","138","100% (29/29)","100% (27/27)","100% (14/14)","0","What happens in the movie Fuzzbucket?","It's a great movie though. Not many people know about it. But, it is Disney.","A boy gives a concoction to his imaginary friend and then he comes to life.","Wow, what does he look like?","He is a furry looking and short guy. He has a tail.","What happens to him?","He eventually goes home where all of his people are.","Cool, anything else?","Yeah, the boy's parents do not believe him.","I wouldn't either.","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","3JMSRU9HQJOISQ23Y21TJ1PL2BXEV3","A3RYTY3QHRXNIY","Submitted","Mon Jun 19 14:08:50 PDT 2017","Mon Jun 19 14:11:53 PDT 2017","Thu Jun 22 14:11:53 PDT 2017","","","","183","100% (121/121)","100% (104/104)","0% (0/0)","0","I didnt know mary poppins was a disney movie","Probably not","I didnt know that either, whered you hear that?","I just looked it up.","Well then thats now my favorite disney movie of all time","I love that movie.","Me too.","I wish they came out with a second one back then","Me too","If they tried to make another one now it wouldnt be good","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","3MB8LZR5BGNIILIJGKAQUN4OV8PLK5","A39A7S4KY5TLW7","Submitted","Mon Jun 19 10:49:49 PDT 2017","Mon Jun 19 11:50:32 PDT 2017","Thu Jun 22 11:50:32 PDT 2017","","","","3643","100% (7/7)","100% (5/5)","0% (0/0)","0","Can Disney make one movie that isn't awesome?","I can't wait to see what they come up with next!","I know! I feel like everything they make is good.","I used to think they could not replicate their old films, but then Frozen came out.","I know. The Little Mermaid was my favorite.","Those old movies were great! They defined my childhood!","Me too - now I am still watching the new ones because they are so good!","Agreed - our kinds have it really good with the new Disney films.","I wonder if they would make a more mature film.","They could, but no need with the success they have in the children's genre.","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","3TOK3KHVJUC2TREWAI19IZ3WKWS7O6","A1U37XNO6J1R9G","Submitted","Mon Jun 19 23:53:16 PDT 2017","Mon Jun 19 23:55:37 PDT 2017","Thu Jun 22 23:55:37 PDT 2017","","","","141","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen Moana?","So would I!","Yes! It was so good!","I know! The Rock did such a good job in it.","Yeah! You're welcome is a great song.","I sing How Far I'll Go everyday!","People are so sick of me singing it at this point!","I wonder if they'll ever make a sequel.","That'd be so cool. Disney does make a lot of sequels.","Well I would go see it right away!","",""
"3PA41K45VNYHS7S3ZG9NIFDZOGZP7P","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","3WJ1OXY92BAHR1PEA4OXV4FM6WO8AJ","AKM6CK7MY7LOE","Submitted","Mon Jun 19 12:46:01 PDT 2017","Mon Jun 19 12:48:44 PDT 2017","Thu Jun 22 12:48:44 PDT 2017","","","","163","100% (67/67)","100% (67/67)","0% (0/0)","0","I watched Disney's 101 Dalmations real version the other night.","That's right. She was a wicked woman.","That was done pretty good.","Yes, but I think the cartoons are better.","Me too.","There are probably real people out there who would do that with dogs.","Do you mean use their fur?","Yes, there's a lot of crazy people in the world.","What was the evil womans name?","Cruella De-Vil.","",""
"39XCQ6V3KYYUVXWFWRVHEV8M25F65M","3UMLY1W0PZ307736GG9V6EKP2KWK7M","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.40","Mon Jun 19 10:34:53 PDT 2017","9","BatchId:2840957;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:34:53 PDT 2017","","","32AT8R96GM3JPUILU7BTCWRHPVXSUT","A3RYTY3QHRXNIY","Submitted","Mon Jun 19 14:11:53 PDT 2017","Mon Jun 19 14:14:11 PDT 2017","Thu Jun 22 14:14:11 PDT 2017","","","","138","100% (121/121)","100% (104/104)","0% (0/0)","0","Do you like monsters inc?","Mine made me buy it","Yes i love the spin on monsters in the closet","Me too, it makes the kids a little less scared.","It was a very well thought out movie","Sullys my favorite character","Mine too, and Boo because shes adorable","She is adorable.","My kids loved the movie","So did mine","",""
