"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","32RIADZISTYK8WO6F1KBZSTNRWC4SE","AMYYL67LDKPDA","Submitted","Fri Jun 23 14:58:58 PDT 2017","Fri Jun 23 15:01:05 PDT 2017","Mon Jun 26 15:01:05 PDT 2017","","","","127","100% (167/167)","100% (167/167)","100% (167/167)","0","Hard to believe, but it's the five year anniversary of Brave.","I guess, but it would be good to understand it.","Really?  Wow, I'm getting old.","I loved the accents in that movie.  I wish I had a cool voice.","I wish you did too.  Merida's voice was kind of grating though.","She was a bit whiny, but it was still unique.","I didn't really get the ending though.","You mean how the mom got better?","Yeah because it was after the sunrise and somehow it still worked.","Better to not ask questions and just accept it.","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","36PW28KO40QY02Z5N7AXNEB8IFHEAG","AFP6XJEPYHUG8","Submitted","Fri Jun 23 19:47:34 PDT 2017","Fri Jun 23 19:52:28 PDT 2017","Mon Jun 26 19:52:28 PDT 2017","","","","294","0% (0/0)","0% (0/0)","0% (0/0)","0","Was Cinderella any good.","Yes I would love to.","It was ok i'm kinda tired of every princesses always needing a prince to save them.","Well when you think about it these Disney movies are based off old fables.","That is true just kinda wish there was a princess that didn't need a prince to save them.","Oh come on there are plenty of princess that was not saved by a prince Mulan, Frozen, Brave.","Brave isn't Disney?","Well no the less she was a princess that was strong.","I see that is true I stand corrected.","Hey you wanna do a Disney marathon?","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","37Z929RLGA24PH3WU2LJ705F7WOTSW","A1UUBZFVO9SCZI","Submitted","Fri Jun 23 22:10:09 PDT 2017","Fri Jun 23 22:13:55 PDT 2017","Mon Jun 26 22:13:55 PDT 2017","","","","226","0% (0/0)","0% (0/0)","0% (0/0)","0","Who is your favorite Disney Princess?","Haha, is that because you're blonde like lizards?","Hm, I'd say it's a close call between Mulan and Pocahontas.","Neither of those are princesses!","Pocahontas was a chief's daughter and Mulan can be a princess if she wanted to because she saved all of China.","I guess that's true.","I think I'm going to say Mulan, since most of Pocahontas' story isn't historically accurate.","We're talking about historical accuracy in Disney Princesses?","Mulan was based off a Chinese poem, Pocahontas is an important historical character. There's more leeway for fiction than actual historic events!","Fine, fine, I almost regret I asked. My favorite is Rapunzel.","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","39DD6S19JQ5Z1A7DZZQW472HR0NZE1","A2FSQBC1OU8WN8","Submitted","Fri Jun 23 19:31:29 PDT 2017","Fri Jun 23 19:38:19 PDT 2017","Mon Jun 26 19:38:19 PDT 2017","","","","410","100% (17/17)","100% (15/15)","100% (15/15)","0","Did you see the Pirates of the Caribbean The Black Pearl?","Yes that's who I like to see the most.","Was that the 1st one?","Yes I think so, When they find Will Turner as a boy?","Yes that was probably the best one.","I loved that movie with Johnny Depp.","Did you see the new one that just came out?","No not yet, but I want too.","Me too. I don't know how good it's going to be though.","It's going to be good, just because Jack Sparrow is the main pirate.","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","3HWRJOOET6W20YLZ47WO8E5E4L8SEA","A3UOD9HZX87Q7O","Submitted","Fri Jun 23 15:29:09 PDT 2017","Fri Jun 23 15:33:08 PDT 2017","Mon Jun 26 15:33:08 PDT 2017","","","","239","100% (11/11)","100% (11/11)","100% (11/11)","0","What was that Disney animated movie that starred Mandy Moore?","It's a pretty funny movie as well. A lot of people like Frozen more, but I am rather fond of Tangled.","You mean Tangled?","Yes, that's the one. What is that story about?","It's basically the Rapunzel plot, with a few new twists.","I see. I think I've heard one of the songs from it.","It might be ""When Will My Life Begin."" That's probably the most popular one.","It could be. How did you like Mandy Moore in that role?","I thought she was awesome. I've always liked her as a singer and actress, though.","Me, too.","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","3LPW2N6LKUWIJSKAIBYLJLHPCP3U50","A1WBGYZ6Y8NJ9","Submitted","Fri Jun 23 17:03:59 PDT 2017","Fri Jun 23 17:04:55 PDT 2017","Mon Jun 26 17:04:55 PDT 2017","","","","56","100% (407/407)","100% (364/364)","100% (323/323)","0","I miss black and white cartoons","Yeah i do","They were pretty rad","I mean the silent humor was cool","Silent?","The first ones had no sound","Well now i would like sound","But But","The black and white ones with sound were cool","You dislike the silent ones","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","3RYC5T2D74NUWAACYWCUCGZMWQ8PRL","AZZWLFRNNCEDP","Submitted","Fri Jun 23 20:30:01 PDT 2017","Fri Jun 23 20:51:17 PDT 2017","Mon Jun 26 20:51:17 PDT 2017","","","","1276","0% (0/0)","0% (0/0)","0% (0/0)","0","Hey, do you remember Toy Story?","The whole Toy Story series was pretty much perfect.","I love that movie! My favorite character is Woody! ""Buzz, you're just a toy!""","I laughed so hard during the scene where all the toys confront Sid.","Yeah, that was pretty funny. Kinda spooks me out thinking about my own toys though.","Did you see Toy Story 3?","Yeah! I loved how it was based around Andy going to college, I could relate.","The Toy Story movies sure have followed us throughout our lives.","Lotso-Huggin bear was pretty conniving, but his story was sad. I could see why he was so cold-hearted.","Yeah, and the scene at the end of the movie where the toys get rescued by their fellow toys was incredibly heartwarming.","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","3U8YCDAGXQARWSRS4W84SPO9SWP0QJ","A3760PCQD2MPIO","Submitted","Fri Jun 23 17:48:07 PDT 2017","Fri Jun 23 17:51:41 PDT 2017","Mon Jun 26 17:51:41 PDT 2017","","","","214","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen the new Beauty and the Beast yet?","That sounds intriguing. I can't wait to see it!","No, but I want to! Is it good?","Oh, it's just great. I loved it.","Does it follow the animated one's storyline?","Yes, pretty close.","I think I'd be upset if they changed it too much.","No, they didn't mess with the story. Some things were added, but they fit in very well.","Like what?","Well, we get to learn what happened to Bell's mother, for example. How she died.","x",""
"306996CF6WE1DRCRRVADMLHX4U61BD","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","3WMOAN2SRCRMMWFGR14C9OJUHH7VNB","AN6IUCB1PQ7TQ","Submitted","Fri Jun 23 15:55:19 PDT 2017","Fri Jun 23 15:58:54 PDT 2017","Mon Jun 26 15:58:54 PDT 2017","","","","215","0% (0/0)","0% (0/0)","0% (0/0)","0","Do you know that The Lion King was essentially Hamlet right?","Well, I suppose that's only appropriate for Disney.","Was it now? I did not know that.","Oh yes. The plot points and character development are basically identical.","How do you mean?","Well, Mustafa is killed by his brother Scar, just like in Hamlet.","Okay, and so Simba was the Hamlet figure?","That's right. It's a coming of age and revenge story for him.","But the ending was a little less bleak, right?","Ha! Yes, the bad guy dies in the end and everyone lives happily ever after.","x",""
"307FVKVSYR9V3E6K1WHZFH24XOP477","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Fri Jun 23 14:16:01 PDT 2017","9","BatchId:2847015;OriginalHitTemplateId:920937340;","7200","259200","Fri Jun 30 14:16:01 PDT 2017","","","32Q90QCQ1TF4CF8RZYNMHSE4NRREKB","A2LL0VMNSGCD5C","Submitted","Fri Jun 23 14:37:40 PDT 2017","Fri Jun 23 14:43:21 PDT 2017","Mon Jun 26 14:43:21 PDT 2017","","","","341","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen Moana?","That's hilarious I'm going to have to go watch it again.","Like a hundreded times my kids loved that movie.","I really like the fact that Disney is telling real stories from around the world.","They are also really focused on female leads.","Yes that is amazing isn't it.","Hey who played Maui in the movie?","Dwayne Johnson.  You know ""The Rock"" from wrestling.","Oh yeah.  Do you smell what the rock is cooking?","Yeah that's him.  If you pay attention when he meets Moana he gives her the 'people's brow'","x",""
