"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3MQKOF1EE2INTPQE2FQ4A1VR2RRWDB","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:18 PDT 2017","","","323Q6SJS8JA5G37FOO4VMIJB3PTFH3","A14Z4AH17385GO","Approved","Wed May 10 22:16:45 PDT 2017","Wed May 10 22:22:29 PDT 2017","Sat May 13 22:22:29 PDT 2017","Thu May 11 00:15:06 PDT 2017","","","344","100% (2/2)","100% (2/2)","100% (2/2)","0","I think the Cubs are starting to get a little too confident.  They got shut out again today.","I'm afraid he might be on the decline.","Think he's getting a big contract cuz we shouldn't give it to him.","He'll probably find a suitor, but I think we got his best two years ago.","I agree.  Lester still can't throw to first base, huh?","Nope.  Absolutely incredible for such an elite pitcher.","It blows my mind every time I watch him.","You think he'd practice in the offseason or something.","I know, apparently the organization isn't too concerned.  I'm worried it will bite him one day.","I feel like it does one way or another in every start.","Good thing we have four other good starters.","It's only a matter of time before the bats start heating up.","That's for sure.","I'm just worried that everyone is a bit too relaxed after the World Series win.  It's as if there's nothing to play for anymore.","Are you serious?","Yeah, I mean Javi Baez and Wilson Contreras are swinging at everything.","That's only two guys.","True, but Rizzo and Bryant aren't putting the ball in play very much either.  Tons of strikeouts.","I understand, I think it's just too early to judge.","And then there's the starting pitching problem.  Arrieta got destroyed last time out."
"3EPG8DX9LKK253EKBNUQKVZ3WDQP51","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:19 PDT 2017","","","30X31N5D64KZAL4NO2U2CVFMECGAS8","A34QZDSTKZ3JO9","Approved","Mon May 08 08:53:58 PDT 2017","Mon May 08 09:16:42 PDT 2017","Thu May 11 09:16:42 PDT 2017","Mon May 08 09:19:51 PDT 2017","","","1364","100% (3/3)","100% (3/3)","100% (3/3)","0","Did you watch the game last night?","It sounds like it.","Plus each side had two errors.","Wow.  Where there any actual good hits are was it just bad defense?","Well, we had a few doubles, but really nothing.","That's crazy.  They don't even have a good pitching staff.","I know.  We struck out seven times.","Really?  That's pretty embarrassing.","Yeah, I'm sure they'll be spending some time in the batting cages after last night.","Sounds like they need time practicing pitching too.","The whole team needs practice.","No, did it play on TV?","I can't believe we won.","Yeah, I thought you knew?","No, I hadn't realized.  Who won?","We did, of course.","Awesome.  What was the score?","7-5.","Really?  That's a lot of runs.","Yeah, pitching sucked on both sides."
"3EPG8DX9LKK253EKBNUQKVZ3WDQP51","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:19 PDT 2017","","","358UUM7WR0X5Q46C2AIDCU80SVSR7Y","AYHNP14AUA4TS","Approved","Tue May 09 18:33:15 PDT 2017","Tue May 09 18:39:11 PDT 2017","Fri May 12 18:39:11 PDT 2017","Wed May 10 13:03:19 PDT 2017","","","356","100% (1/1)","100% (1/1)","100% (1/1)","0","Aaron Judge sure turned things around this year, didn't he?","Yeah 6'7"". A guy like that is bound to be a powerful hitter. He could be team captain.","Well, the Yankees don't have team captains anymore.","They dpm","{}","{}","{}","{}","{}","{}","{}","Yeah he's the biggest thing in baseball this year.","{}","He performed so poorly last season, I thought for sure he'd be sent back down to the minors.","I didn't think so. He was just young and nervous, coming in almost at the end of the season.","True. Remember when he finally almost got a run in, and he tripped at the last second?","Yeah that was awful for him. He hurt his ankle too if I remember correctly.","My heart broke for him.But you're right, he came back with a vengeance this year!","Well he probably had A-Rod mentoring him. He's bound to improve","He's a really big guy too."
"3EPG8DX9LKK253EKBNUQKVZ3WDQP51","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:19 PDT 2017","","","37TRT2X24RLBUSQP7MLKF5850BNBJN","A3UNS38BYD3OQR","Approved","Mon May 08 08:51:58 PDT 2017","Mon May 08 09:02:40 PDT 2017","Thu May 11 09:02:40 PDT 2017","Mon May 08 09:19:51 PDT 2017","","","642","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see that 18 inning game last night?","Their management is terrible and has a history of this sort of thing.","You think the Rockies can keep it up all year?","They are off to a hot start, that's for sure, but i think they will come back to earth soon enough.","Who do you like this year to go to the World series?","Tough call. The Cubs still have a heck of a team.","You think the Yankees will stay hot all year and recapture some of that magic?","They just might. They have some good new talent.","Did you see the Red Sox throw at Machados head the other day?","Yeah, that was bush league. You don't ever throw at a players head.","Sale struck out another 10 hitters last night.","Yeah, 48 Strikeouts. That was nuts.","He sure is something. Leads the league in strikeouts.","Looks like the Giants lost again.","Its been a rough start to the season.","Kershaw is definitely the best pitcher in the game.","No doubt about it, he just needs to perform in the postseason.","That Stanton is a beast. Two HR's the other day?","He sure is. He hits the ball harder than anyone in the league.","I Can't believe the Mets let Thor get hurt. What were they thinking?!"
"3EPG8DX9LKK253EKBNUQKVZ3WDQP51","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:19 PDT 2017","","","3B1NLC6UG0Q37K1YILIIDCLEPNQPGN","A1QXW6HGZCSSNV","Approved","Mon May 08 09:03:27 PDT 2017","Mon May 08 09:36:02 PDT 2017","Thu May 11 09:36:02 PDT 2017","Mon May 08 13:18:21 PDT 2017","","","1955","100% (3/3)","100% (3/3)","100% (3/3)","0","the Cleveland Indians are really spinning their wheels so far","especially the pitchers","yep. how do you think they'll finish up?","well, nobody in the central is really good either, so probably they'll win the division at least","then it'll all come down to winning playoff series","and now they're battle tested","do you think they can win the AL?","yes, but that's not the question...","yeah, I know, the question is 'can they beat the cubs'?","exactly","and?","yeah really, tell me about it","they better. :-)","it's like, one day the pitching is good...","but not the hitting, and then the next day they give up a bunch of runs and can't hit!","exactly, it's frustrating!","the bullpen has been tough though","yeah, I think Tito will figure it out going into June","injuries are starting to pile up though","yes, but they're pretty deep still"
"3EPG8DX9LKK253EKBNUQKVZ3WDQP51","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:19 PDT 2017","","","3FE7TXL1LJHYS2U6JJCIBDHNLQH2QZ","A33EE91AZUG1LW","Approved","Tue May 09 14:26:17 PDT 2017","Tue May 09 14:37:39 PDT 2017","Fri May 12 14:37:39 PDT 2017","Wed May 10 00:52:09 PDT 2017","","","682","50% (1/2)","50% (1/2)","50% (1/2)","0","Who do you think the front runners for the World Series are this year?","That is true, but they can always go and get someone at the deadline.","What about Encarnacion not playing well?","He has traditionally gotten off to slow starts, but I think he will pick up where he left off last year. Who do you like?","Well, I think that the Yankees are a year ahead of schedule and they are young and powerful lineup that can really do damage.","You think the Cubs pitching staff is bad, but you are okay with the staff of the Yankees.","Of course not, just like Cubs, their starting pitching is pretty bad. But they have a lot of ammunition for midseason trades.","That is true, they do have a lot of young talent, but will they be willing to part with it, for rental players?","I think they will move some pieces.","What about in the National League, anyone you like?","Other than the Cubs, I guess the Dodgers would be the favorite. Best pitcher in baseball and also that lineup.","Well, I think obviously you have to start with the two teams that were in it last year, the Cubs and the Indians.","Yes the Dodgers are always a threat to win it all.","But both of them are struggling a bit right now, and other teams are surging.","Well, yes they aren't leading either of their perspective leagues, but I think they are still frontrunners.","Why do you think that is?","I think the Indians are a little banged up, and coming off a long year, and they are still in the lead of their division.","What about the Cubs?","The Cubs still have one of the most dangerous and young lineups in Baseball.","Yeah, but they don't have great starting pitching and their bullpen is not great."
"3EPG8DX9LKK253EKBNUQKVZ3WDQP51","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:19 PDT 2017","","","3MD9PLUKKJ83VGKQSYTFUUWP1ZZZN9","AE7GAKFKJTLRH","Approved","Wed May 10 08:22:42 PDT 2017","Wed May 10 08:28:25 PDT 2017","Sat May 13 08:28:25 PDT 2017","Wed May 10 13:06:07 PDT 2017","","","343","100% (2/2)","100% (2/2)","100% (2/2)","0","Who do you think is the highest rated major league baseball team of all time?","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","That would be the New York Yankees, of course.","{}","I am not sure. The Yankees did have Babe Ruth, Roger Maris, Mickey Mantle, and Lou Gehrig, but what about lately?","The Yankees have been in 27 world series.","I think the Yankees are great, but the Boston Red Sox are my favorite.","The Boston Red Sox are good and some of their best players have been Ted Williams, Wade Boggs, and Manny Ramirez.","What do you think about the Atlanta Braves?","{}","{}"
"3ZQA3IO31BLLWL10V0FZS5HWASQ1OF","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:19 PDT 2017","","","3R5F3LQFV3ELD1K2TDTS9JWUQA6ZOR","A3O7NH5MWBWWNG","Approved","Mon May 08 10:49:21 PDT 2017","Mon May 08 10:54:27 PDT 2017","Thu May 11 10:54:27 PDT 2017","Mon May 08 11:54:51 PDT 2017","","","306","100% (3/3)","100% (3/3)","100% (3/3)","0","Hey what do you think about the Red Sox pitching situation.","Yeah he did well for the Sox before. But he's getting old.","Yeah he is but I think he'd do fine as a number 5 starter.","Yeah, I wouldn't expect too much from him but he could get the job done.","I also think they should look at Mat Latos.","What's happened to him? He can't seem to stay on one team.","I know. I don't know what his deal is.","Do you think he could turn it around and pitch well.","I do. I think he's just needs the right situation and the Red Sox could be that team.","It'd be interesting to see how he did in Boston.","I just hope they don't trade for Quintana from the White Sox.","What a mess. They need to get a couple starters and soon.","Yeah. As much as I'd like him on the team, I don't think they should trade anymore top prospects.","Yeah. It's too bad about Steven Wright.","Yeah. He can really eat up innings.","I hope David Price ends up coming back soon too.","Yeah that would be great. Hopefully he's fully healthy.","So who do you think they should bring in to pitch.","I don't know. There are a lot of starters out there who are free agents.","I think we should take a look at Jake Peavy."
"32FESTC2NHK0WTVV7JGS87SCWB4UCA","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:20 PDT 2017","","","37Q970SNZF23GXRNSJ191UMJAIDS15","ABLOHOJH95YT9","Approved","Mon May 08 09:02:10 PDT 2017","Mon May 08 09:07:07 PDT 2017","Thu May 11 09:07:07 PDT 2017","Mon May 08 09:19:51 PDT 2017","","","297","100% (2/2)","100% (2/2)","100% (2/2)","0","How about the Red Sox scoring 10 runs in the ninth inning yesterday","yeah, you hit one of their batters and they want to cry to mommy","haha, so true.  Who is pitching tonight","price I think, he hasn't been that good since we got him","yeah, what's up with that","I think his fastball is not as fast as it once was","he needs to start earning his money, bum","he will, I think we have the highest payroll in baseball","no, I think the dodgers do, but they need it","exactly, the red sox don't need all that money to beat the bums in our division","right on, I'll text you during the game when we are whooping them","who were they playing","dope, talk to you then","Twins I think.","Oh yah, it was the twins, they suck.","for sure.  I think we have the Yankees next?","we need to get this this year, my boss at work is a yankee fan and he drives me nuts","I hear you, I'm sick of those clown fans.","I'm sick of oriole fans the most, they can shove it.","I know, always whining about how we play them"
"3QGTX7BCHPWWJ7GQYWSSBT1H6CXZ5W","3SC1WC0NS406ZARBRPD4IXNU5FPBOB","Create a dialog on baseball for twenty sentences","Create a dialog on baseball for twenty sentences","dialog, chat, baseball, sports","$0.40","Mon May 08 08:50:19 PDT 2017","9","BatchId:2795101;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:21:20 PDT 2017","","","3KKG4CDWKJS23HS76VKKIXOWUNR49U","A2DAZ0CJ3VKS80","Approved","Mon May 08 19:03:02 PDT 2017","Mon May 08 19:57:02 PDT 2017","Thu May 11 19:57:02 PDT 2017","Mon May 08 23:48:43 PDT 2017","","","3240","100% (2/2)","100% (2/2)","100% (2/2)","0","I still can't get over that World Series from last year.","That's a lot different than the south side!","Yeah, but I grew up watching Ken Harrelson broadcast the Sox games on WGN.","Wimpy and Hawk! Who was your favorite player?","I always liked Frank Thomas.","The Big Hurt!","But there were a lot of good players from that era. Robin Ventura was another.","Do you remember Black Jack MacDowell?","Of course! He was probably my favorite pitcher.","Did you see the Sox when they won the world series, then?","Actually, I was out of the country at the time and I missed it.","Cubs win! Cubs win!","Bummer!","Honestly, I was rooting for Cleveland.","Not me, after they already won the NBA finals there was no way I would root for that town.","It was more because I grew up a White Sox fan.","A southsider, eh?","No, I actually went to school on the north shore.","Whereabouts?","Evanston."
