"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","34FNN24DCN3Z014FSCVAM6N270JY5G","A3L5M80U6TSFJO","Submitted","Tue Jun 20 10:04:00 PDT 2017","Tue Jun 20 10:13:43 PDT 2017","Fri Jun 23 10:13:43 PDT 2017","","","","583","0% (0/0)","0% (0/0)","0% (0/0)","0","I don't understand the music the younger generation is listening to.","Oh yeah, me too, that Chainsmokers song is awesome.","Have you heard Noah Cyrus' song?","I have, I don't think I'm really that impressed, maybe it's just knowing she's related to Miley.","I do miss some of the good classic rock stuff though. Nothing compares to Zeppelin and Floyd.","Talk about singing about drugs and sex lol","I guess you are right. But at least they could sing!","True.","Speaking of singing, why the heck is Beyonce still around. She literally shrieks like a cat in heat.","Lol, I totally agree, but I think most people like her because of her looks more than her voice.","I guess, she is a dang good dancer, but I am not a fan of her music at all.","What do you mean?","I like a couple of her songs.","Well, it's all rap and it's terrible. The lyrics are almost always about drugs or sex.","I guess so, but isn't that what every older generation says.","Maybe, but to have kids rapping along to a song about ""Molly"" and ""percoset'.....","Yeah, that's a problem, and people wonder why we have a drug problem now.","Plus, they all rap like they have a mouthful of cotton.","Lol maybe they do...they are rapping about drugs after all.","On a different note, I do like some of the newer artists with the different sounding voices like Daya.","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3G5F9DBFOQRUC0T5O39Z44MYUTGHVH","AOUA5V4K3BQ23","Submitted","Tue Jun 20 16:57:10 PDT 2017","Tue Jun 20 17:20:08 PDT 2017","Fri Jun 23 17:20:08 PDT 2017","","","","1378","100% (16/16)","100% (16/16)","100% (16/16)","0","I'm thinking of making a mixtape to listen to as I exercise.","Maybe Etta James, 'At Last'?","Haha, that might work. But I was thinking of something a little more modern.","I was just kidding. Do you like Pharell?","Yeah, he's alright.","He used to be in a band called N.E.R.D. There's a song they did, 'She Wants to Move'.","Not one I'm familiar with. It's a candidate for the mix tape?","I'd definitely suggest it. It's a favorite of mine.","But do you think it would fit an exercise mix tape?","Definitely. I would suggest it for the last song, even.","Why is that?","Good plan - Music makes exercise less boring and tedious.","It's got a joyous energy to it, and it will give you that last little spark of energy to finish the workout.","Got any recommendations for songs to listen to?","Sure. One song that always gets me fired up when working out is 'No Handlebars' by Flobots.","Oh, you played me that song once. Yeah, I could see that being good.","Another one that gets me going is 'Sleepyhead', by Passion Pit.","I'm not familar with the song, or the artist.","It's kind of Electronica music, I think. The song has this massive chorus that's really good.","OK, sounds good. I want to put a really good song at the end, sort of a reward for finishing the workout.","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3H7Z272LX81JTCFZTCFYQ4QNPMPPLC","A29AX5O8KL48F8","Submitted","Tue Jun 20 17:27:52 PDT 2017","Tue Jun 20 17:38:30 PDT 2017","Fri Jun 23 17:38:30 PDT 2017","","","","638","100% (72/72)","100% (55/55)","100% (40/40)","0","who do you wish you could see in concert?","What are the top three after rocketman?","Your song, tiny dancer and crocodile rock or strike that bennie and the jets.","Those are all great tracks, I forget how many hits he has had.","so many, we have not even brought up candle in the wind or can you feel the love tonight.","That was in lion king right?","Sure was and nominated for an oscar for best original song and won!","I did forget about that win. Wow. The other was about princess diana right?","Well the original was actually a tribute to marilyn monroe. Then updated after diana's passing.","They were close friends I believe, right? He and princess diana.","They had been very close friends but before her passing they had been in a fight I think. Like she was giving him the silent treatment or something.","Do they have to be alive?","That is tragic to be in a fight with anyone you care about and then have then pass before you can make amends.","no, just your dream concert.","I would say the beatles. They are one of my favorite bands ever and feel it would have been something to see them in person live.","Indeed they were pretty incredible.  I think mine would be Elton John.","Well it is still possible for that to happen for you.","fingers crossed.I adore him so much. He is so talented it blows my mind.","What is your favorite elton song?","Rocketman is probably my favorite.But there are so many others I love.","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3HL8HNGX46VC1XPWQCG391LONLF9FO","A2R3YFUNAT892R","Submitted","Tue Jun 20 10:53:10 PDT 2017","Tue Jun 20 11:02:58 PDT 2017","Fri Jun 23 11:02:58 PDT 2017","","","","588","100% (11/11)","100% (11/11)","100% (11/11)","0","What was Amy Winehouse's first album?","Yes.  She sounds so much like Billie Holiday.","I agree.  I also think that Lady Gaga sounds like Ella Fitzgerald.","I think so too.  She really had a beautiful voice.","Well, I think that Amy Winehouse sounds like Billie Holiday because they both had the same drug addiction.","But, they also both had great talent.","I have found some Youtube vidoes of Winehouse doing some older songs and they were great.","I have too. But, I don't like Beattles covers.","I don't either. Solo artists just don't capture it the same way.","The worst, honestly, was Motown sings the Beattles.","Yeah, the styles dont' match.","Frank.  It's more of a neo-soul album.","It's like Drake trying to sing.  Ha ha!","Is that the one that has the song Amy, Amy, Amy?","Yes.  It's really good.","I'm so sad that she died so young.","Such a tragedy. Kind of like Whitney Houston.","Yeah. They both had husbands who got them hooked on harder drugs.","And both husbands seemed to come out of it unscathed.","Have you heard her duet with Tony Bennett?","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3PPTZCWALREOYDXI8QLWYORV9RHZQU","A3QM5J2H1DMON5","Submitted","Tue Jun 20 16:54:18 PDT 2017","Tue Jun 20 17:03:46 PDT 2017","Fri Jun 23 17:03:46 PDT 2017","","","","568","0% (0/0)","0% (0/0)","0% (0/0)","0","What is your favorite kind of music?","Yeah, so did John Waters! That's where he got his mustache!","So funny! Well, that's where Dylan got his hair was from Little Richard! And then Hendrix loved Dylan...","I know! Totally! Then Dylan got his hair from Jimi Hendrix!","The stuff totally kills me! And then Hendrix takes a song like Dylan's All Along the Watchtower, and totally makes it his own. Absolutely tripping!","And did you notice how if you close your eyes and listen to T-Rex, the lyrics could completely be Donovan lyrics?","Oh, yeah, that's because Marc Bolan was a total Donovan Maniac. Donovan could not look up from a show without seeing Bolan in the audience.","And it is so cool how people like the Byrds say they were just trying to sound like the Beatles. They sounded nothing like the Beatles, but in trying to do so, they totally got their own completely unique sound!","It's awesome! I never knew why Donovan always denied having heard of Bob Dylan when he was so obviously copying him to begin with. It's not like he alternately did not make his own completely unique and incredible sound!","I know, I have always found that kind of sad. But there you have it! I do love Donovan!","Same here! I love how he sings about the starfish and how when they say they are getting older, they say many ladies have I lost and many have I gained exclamation point","I am a total Beatle head!","It is fabulous! And what about the starfish on the toast? Do you think the electrical banana from Mellow Yellow is a vibrator?","Oh, yeah, who isn't? They are fabulous! Don't you love how they always sound like a girl group in their early music? Like they really just wanted to be a 60s girl group?","That is so funny! I don't know a lot about that music, I will have to look into it!","You will love it! You will be surprised how many songs you actually know when you hear them!","Because I would have heard them on the radio?","Or maybe you had older siblings who listen to it. But what I was thinking was how many cover tunes probably heard of the songs and did not know that they were cover tunes of 60s girl groups.","I think it is really tripping how everything built on everything else.","I totally agree! Kind of like how Dylan loved Little Richard and wanted to be Little Richard...","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3SKEMFQBZ4ZN3EY0MV1MPIIIBDOK8Q","A1WML1ZP2ISAR7","Submitted","Tue Jun 20 20:08:00 PDT 2017","Tue Jun 20 20:14:12 PDT 2017","Fri Jun 23 20:14:12 PDT 2017","","","","372","100% (2/2)","100% (2/2)","100% (2/2)","0","What do you think of Rap Music?","Yea definitely. And how about those Southern Rock bands like The Outlaws and Lynryd Skynrd?","They were some great bands too.","Todays music is nothing like it use to be.","It is either loud and screaming or you just cannot understand the words.","That is true.","No one will even remember most of these musicians years from now. They will remember a few like Taylor Swift or Beyonce.","Yes those who have really made a name for themselves.","The rest will be forgotten and maybe they should be.","You are not kidding.","I wish I could go back in time and see the bands from the seventies again.","I really do not care for it at all","Me too, that would be an experience.","I don't either. You cannot even understand half of what they are saying.","Yea, it does not even seem like music.","I like the music from the seventies. They had some great bands.","Sure did, Fleetwood Mac, The Rolling Stones, Grateful Dead and Bob Dylan to name a few.","Let's not forget the Beatles, Credence Clearwater Revival and The Band.","Wow.  I remember them all. They were all great!","Some great songs too, like Proud Mary by CCR and the Weight by the Band.","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3Y9N9SS8LZ5TOBMKIXK3UOFHBGTD34","A11QDNT3W7DT7K","Submitted","Tue Jun 20 12:05:02 PDT 2017","Tue Jun 20 12:09:52 PDT 2017","Fri Jun 23 12:09:52 PDT 2017","","","","290","100% (130/130)","100% (102/102)","100% (44/44)","0","You're Pennsylvania Dutch, right?","It's super basic, really. It's basically folk songs with basic accompaniments.","Is it nice to listen to?","it's basically a step up from church music. It's super boring but simple, not offensive at all.","What are the songs about?","Same folk song material as others: family, love, food, homeland, and religion.","What's the most popular song?","I'm not sure.","Edelweiss?","That is well known, but it's Swiss in origin, actually, so not completely PA dutch.","Then what?","One hundred percent. Practically inbred PA-dutch.","Hei Lie, Hei Lo is one, and Schpinn, Schpinn is another. They're all forgettable.","Ha, that's super white.","So what would you like to know?","Tell me about your music.","MY music, or PA Dutch music?","Your culture's.","Look, they're not ""my culture"" as it's kind of dying off.","Just talk about the music.","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3YZ8UPK3VUG3IDTPXLLTXRNZ3UDUC7","A1362Z1A98OYI0","Submitted","Tue Jun 20 13:17:32 PDT 2017","Tue Jun 20 13:34:46 PDT 2017","Fri Jun 23 13:34:46 PDT 2017","","","","1034","0% (0/0)","0% (0/0)","0% (0/0)","0","Hey, do still listen to Metallica?","What's the name of the last album?","It's called ""Hardwired... to Self-Destruct""","Just the name sound heavy.","It is. They are still doing some long songs full of great guitar riffs.","I remember when we used to jam and play some of their songs.","We should deffinitely get together and play some music again.","I would be up for that.","Well, going back to the album, the song I liked the most is number 3 I believe.","Okay, I will pay special attention to that one.","Rock on my friend.","No I don't. Are they still going strong?","Metallica still going on inspires me.","Yes. It's unbelievable right?","Man, those guys were awesome. But I thought they were retired.","No. They are still rocking.","Do they still sound like the old days?","They have changed their style a bit, but they still sound very good.","I have to listen to their new stuff.","You should. And then you should tell me your opinion.","",""
"3P6ENY9P79QM4ABBZU5F0V1HG6XHI6","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","3ZSANO2JCG1U6CLVZIGUQWQEF95SFJ","A1HOBE19VQET60","Submitted","Tue Jun 20 11:25:52 PDT 2017","Tue Jun 20 11:35:23 PDT 2017","Fri Jun 23 11:35:23 PDT 2017","","","","571","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you ever heard of Blink 182?","Me too! They were actually just called ""Blink"" at first but some Irish band wanted to take them to court so they added the numbers.","Wow! I didn't know that.","Travis Barker has been married a few times.","I am sure he has! What a cutie! He married a Miss USA model!","Her name is Shanna Moakler. They got divorced later on.","That's sad. Celebrities never stay married!","Right! That is sad.","We should go to their concert!","That's a great idea. When do they tour?","They are on tour right now!","Yes, wow it's been years since I've heard their songs.","Let's check the dates and locations!","Yeah, I love Mark Hoppus! His voice is awesome!","Yes it is! The drum player is great too!","I agree! Travis Barker can really play those drums.","Do you know where they formed the band?","Yes, in Poway, California!","Wow? Really? An American band!","They started back in 1992. I use to listen to them all the time.","",""
"3BC9H1KCYU6QR0L5YBDINM5SLD8YWT","3OVLEL0XX0SUEWH8X3K4ZWWEWQQHEV","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.70","Tue Jun 20 09:40:52 PDT 2017","9","BatchId:2842533;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 09:40:52 PDT 2017","","","34X6J5FLPUSYYYSEQ4IAAU35QUNJQE","A42MGR8VOZVA","Submitted","Wed Jun 21 05:07:37 PDT 2017","Wed Jun 21 06:48:37 PDT 2017","Sat Jun 24 06:48:37 PDT 2017","","","","6060","100% (22/22)","100% (21/21)","100% (2/2)","0","I am going to a concert this weekend, a music concert.","Paul looks a little bit older now, I noticed.  But he can still rock a crowd!","Bruno Mars is wonderful on stage, it should be a great show.","Fantastic! Maybe I can go with you!","What are some of your favorite Bruno Mars songs?","Funktown is my favorite song of his, That's What I like, and Marry You too.","Yes,  I can't! I have front row tickets!","Oh my gosh!  How much did that cost!","Too much! Each ticket cost $80 and that does not include snacks , drinks etc.","I know you will enjoy it though.","Yes, the show will be unbelieveable at that seating.","Who are you going to see?","Enjoy your show!","I am going to see Bruno Mars.","Cool! Where is he playing?","He is playing down at Koka Booth in Cary.","That should be sold out!","Yes, they are expecting to have to have people sit in the grass as well as the entire stadium.","Paul Simon was there last weekend.","Really, that's awesome. I didn't get to see that performance.","",""
