"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","373ERPL3YP2SO23JFDLEHQ0JL6GTR7","A29VL3MZE7YPBZ","Submitted","Thu Jun 29 13:01:33 PDT 2017","Thu Jun 29 13:07:33 PDT 2017","Sun Jul 02 13:07:33 PDT 2017","","","","360","100% (25/25)","100% (25/25)","100% (10/10)","0","Do you listen to a lot of soundtracks?","See, you have one foot already in the door.  A lot of this stuff is on Spotify!","I will have to search it out!","I bet there's even a playlist on there that has a lot of musicals in it.  You could start there.","Do you like regular movie soundtracks?","Yes, I like Titanic!","Are you a big Celine Dion fan?","Not really, but I can't deny that she has a great voice.","I can agree with that.","She sings with her whole body, I think.","Yes, including chest poundings!","Yes, I especially love musicals.","She's a great entertainer for sure.","Like Grease?","Yes!  I love the Grease soundtrack!","I think the only musical soundtrack I've ever listened to was Rocky Horror Picture Show.","Oh really?  There are a lot of other musical soundtracks you should get into.","I can't think of any.","Well, there's Little Shop of Horrors, Wicked, and Hairspray to name a few.","I've seen the movie Little Shop of Horrors!","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","386PBUZZXGRN71C1YZAET84BHCWLJ0","A1AQVMNQQB21N3","Submitted","Thu Jun 29 12:41:55 PDT 2017","Thu Jun 29 12:47:53 PDT 2017","Sun Jul 02 12:47:53 PDT 2017","","","","358","0% (0/0)","0% (0/0)","0% (0/0)","0","So, what do you think of Elvenking?","No, I'll look it up, any others?","The Cabal's their new one, give that a listen too.","I will. Can you buy this stuff or...?","Sure, itunes has it all.","Hmm... Good, I think I'll look em up.","When in doubt, they have stuff on youtube. I can't get enough of them.","Because of the music?","Yeah. Well, that and the hair.","What? Why?","It's like... think '80's hair, long and stuff.","i dunno... Is that like an LOTR thing?","Ah... I'll look them up.","Nah man, it's a band.","Oh? Could be interesting, what kind of music?","It's... well, it's Italian Folk Metal.","That's new... It could be interesting, what's your favorite album?","The Scythe, hands down, but they have some really good songs.","Oh? Like?","Well, The Scythe of course, but have you heard Skywards yet?","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","39OWYR0EPLLR2YX4YO8J8IEFXJ9FY7","A3K7UC7LUKV0ZV","Submitted","Thu Jun 29 11:01:16 PDT 2017","Thu Jun 29 12:51:13 PDT 2017","Sun Jul 02 12:51:13 PDT 2017","","","","6597","100% (14/14)","100% (12/12)","100% (9/9)","0","OK, almost party time, let's pick out some music to play!","Cool. Let's get something a little less current next.","Good idea. Have you heard of The Meters?","No, what are they like?","They're an instrumental funk band that's been around since the 70's.","Sounds like good party music.","Yeah, they're not like George Clinton or anything; I think they'll suit the mood.","Here's an idea: what about some of Elliott Smith's more upbeat songs?","That's an idea. His later stuff then, I guess.","Yeah that should do it.","I think we've got a solid playlist now!","Alright, this should be fun. What kind of vibe are you thinking?","Me too; should be good party music for mixing!","Just kind of laid back and pleasant. Not like dance music.","This should be easy.","Let's put some Spoon on the playlist.","Good call, Spoon is a lot of fun. Most of the stuff on Ga Ga Ga Ga Ga would work.","Done. What else?","Phoenix has some good stuff.","Oh yeah, they're a good choice too. They've got that new album out; I know the first three tracks on it would all be good.","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","3E47SOBEYRQY9MYP34WFEOZOAN8CIC","AFJBQWD8JSC38","Submitted","Thu Jun 29 07:45:23 PDT 2017","Thu Jun 29 07:54:06 PDT 2017","Sun Jul 02 07:54:06 PDT 2017","","","","523","100% (13/13)","100% (13/13)","100% (9/9)","0","Have you ever heard of Bo Burnham?","Okay cool, so does he do concerts and stuff.","Well I guess he does more like ... stand up comedy?","But his songs are still good?","Yeah, and his songs even sometimes are really deep. He's got this one called Art is Dead.","Oh wow, that's really cool! I have to give him a listen then.","You really should. Any musicians you have to recommend?","Like comedian musicians?","Sure, why not.","Well Adam Sandler was really funny with his comedy music.","Oh yeah?","Bo Burnham ... Bo Burnham ... sounds familiar. He's a musician?","Yeah, watch 8 Crazy Nights. It's really funny and I still remember all the songs from it.","Kind of ... he's like a hybrid between comedian and musician.","Interesting, what are some of his songs that I might know?","Well, probably none of them to be honest with you.","Haha, okay well which ones should I check out.","Okay there's this one that's really catchy and really clever called 'Words Words Words.'","Oh, isn't that a quote from Hamlet?","Yes! See he's so smart, I've been listening to that song for years and still sometimes catch something new.","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","3EKVH9QMEZY43TQ1EX6YBEAP6S5D2M","A1TGV7LT6LTIQU","Submitted","Thu Jun 29 12:32:01 PDT 2017","Thu Jun 29 12:43:05 PDT 2017","Sun Jul 02 12:43:05 PDT 2017","","","","664","100% (19/19)","100% (19/19)","100% (4/4)","0","do you listen to parliament funkadelic?","definitely, that song may be responsible for inspiring DJaying as we know it.","well, Bill Laswell is who produced Rockit","that is really cool!","isn't it crazy all of the connections that can be made between bands and musicians","yes, that example right there spans multiple styles of music and decades of music making","Bootsy had a ton of side projects, almost too many to list","what are some of his other projects?","do you remember Deee-Lite?","Yes, Groove is in the heart was there one hit","bootsy was featured prominently in that","of course, George Clinton is a legend","I remember the video. it was so kitschy","a lot of the members of funkadelic were connected to James Brown","oh really?","yeah many of George Clinton's band members were also were a part of James Brown and the J.B.s","I didn't know that","on a tangent, Bootsy Collins, the bass player in funkadelic, also worked worked a lot with another bass player, Bill Laswell","who is Bill Laswell?","do you know the Herbie Hancock song Rockit?","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","3EQHHY4HQTMZEAJFY694F6GY3T1G5N","AOUA5V4K3BQ23","Submitted","Thu Jun 29 09:51:30 PDT 2017","Thu Jun 29 09:56:07 PDT 2017","Sun Jul 02 09:56:07 PDT 2017","","","","277","100% (54/54)","100% (54/54)","100% (15/15)","0","Are you familiar with the Red Hot Chili Peppers?","It seemed a bit silly at times.","For sure. They made a lot of jokes and said goofy, absurd stuff in their songs.","I can see why you'd be a bit apprehensive, though. Because that kind of thing can become a bad thing very easily.","Exactly. What 15 year old me found funny and cool, 35 year old me might find goofy and lame.","Well, there's only one way to find out.","Yep, I'm going to dig out some of my old Chili Peppers CDs and give them a whirl.","I'll be interested to hear if the music still holds up for you.","I kind of think it will, if for no other reason than the fact that it will bring back happy memories.","Sure, that's a part of it. Music kind of works the same way for me.","Just hoping that I don't cringe too much and think 'what on Earth did I see in this?'","Sure, they're that 90s band, right?","Haha, good luck!","They have been making music for longer than just the 90s, but they were definitely most popular then.","I've heard some of their music. Why do you ask?","It's a band I really used to like when I was younger. But it's been a while since I've listened to them.","Wondering if the music still holds up?","Yeah, a little bit of that.","I remember from the songs I heard, they seemed high energy and fun.","Definitely, that's one of their big strengths as musicans.","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","3RU7GD8VPPN6XPAPDLCZ2Q4II5CSPN","APR6H3HAOE9OU","Submitted","Thu Jun 29 12:53:16 PDT 2017","Thu Jun 29 13:01:16 PDT 2017","Sun Jul 02 13:01:16 PDT 2017","","","","480","100% (5/5)","100% (5/5)","100% (5/5)","0","Hey, did you hear about Chris Cornell?","Yeah, if I hear another Taylor Swift song I may lose my mind.","I still love the song Black Hole Sun by Soundgarden.","That was one of my favorites as well.","And of course Smells Like Team Spirit from Nirvana.","I pretty much listened to that entire album, so many good songs.","What other bands did you like during that era?","Pearl Jam was another favorite of mine.","Ah, yeah. They had some great songs, and came from the same area as Nirvana.","I got to listening to Foo Fighters a lot. I really like Dave Grohl.","Yeah, he was the drummer for Nirvana till he started his own band.","The lead singer of Soundgarden? No, why?","I really enjoy his music, and how it makes me think about Kurt Cobain when I hear it. Such a tragic story.","He passed away.","I really hate to hear that, I really enjoyed his music.","So did I, those sounds were part of my childhood.","It seems we lose so many great artists, Kurt Cobain being another example.","Yeah, I loved Nirvana when I was younger, their music really put the industry on it's ear.","It was so different and just really spoke to me at that age.","It's not like the junk  people are putting out these days.","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","3W2LOLRXLC9TLJDWL47MGZDN2T2KR5","AS7D4MNIH56ND","Submitted","Thu Jun 29 15:04:21 PDT 2017","Thu Jun 29 15:16:53 PDT 2017","Sun Jul 02 15:16:53 PDT 2017","","","","752","100% (6/6)","100% (6/6)","100% (5/5)","0","Hmmm, what dance would go best with this dance?","Why don't I change this music up a notch, then?","How so?","I'm gonna use a synthesizer to change up the beat!","And what if our professor denies this?","Well, screw it.","Ummm, no, I don't think this is a good idea.","Why not?","Because it's difficult to change in the middle of our routine",".Well, what can we replace it with?","Maybe with a little bit of style and flair! Not with our music, but our costumes! Say, instead of a long dress, why not a fur coat? Say, a huge black fox fur coat?","Not sure, I was thinking of using the samba, or the cha cha cha.","WOWIE, YOU WANNA WEAR A FOX FUR COAT? I'M DOWN TO DANCE WITH YOU, GIRL!","Ummm, I think those are some bad dances.","Why? Is the beat too slow for them?","One: Yes, and two, those require a more peppy-like, fast movement music.","Hmmm, you're right, maybe I'll pick another genre instead.","Like what? We were given this one for our assignment.","And what, we can't change it up a bit?","NO, we were given this song title, so we gotta use this with what we have for our dance materials.","x",""
"3H5TOKO3D9DCZESFIMC793282IB46O","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","3YGXWBAF71B41FZAIFUBKNP55674CR","AKM6CK7MY7LOE","Submitted","Thu Jun 29 14:45:06 PDT 2017","Thu Jun 29 14:49:22 PDT 2017","Sun Jul 02 14:49:22 PDT 2017","","","","256","100% (181/181)","100% (151/151)","100% (54/54)","0","JUst saw a great video with a Killers song playing in it.","At a funeral?","Yes, they celebrate a persons life. He was dancing on top of the bar.","Gotta see that.","The Killers are a great band. Known all over the world.","They did have a lot of good songs.","Somebody Told Me is still played on the radio.","Yeah, I hear it all the time.","I think they will be around for a while.","Me too.","They've actually been around since the early 2000's.","What do the Killers sing?","That long, I didn't know.","Oh, you know them. Everyone does.","Well, what's the song?","Mr. Brightside.","Okay, yes, everyone does them.","It was an Irish funeral and everyone went to a pub afterwards.","So where do the killers come in?","An older man started singing the song.","x",""
"3PMR2DOWOOVGGAS1D322HXO86N0458","3QOPOPHLGNDE4J0DIB4EZR0G8HYWBI","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.90","Wed Jun 28 15:11:42 PDT 2017","9","BatchId:2852487;OriginalHitTemplateId:920937340;","7200","259200","Wed Jul 05 15:11:42 PDT 2017","","","33F859I5677F3MVZJMIZ3SSRSPDHB1","ALL5YYZDJ4FB2","Submitted","Wed Jun 28 19:30:10 PDT 2017","Wed Jun 28 19:38:11 PDT 2017","Sat Jul 01 19:38:11 PDT 2017","","","","481","100% (24/24)","100% (24/24)","100% (23/23)","0","How do you like Bruno Mars?","I have heard it but I do not know the title.","That's what I like?","I like that one too but I think it is called something else.","The Lazy song?","I like that but no its not that one.","Is it the one called perm?","I think that may be it!","It is a good one.","He is an amazing artist.","I agree. He has concerts coming up.","I do too.","Yes, we should catch them.","What are your favorite songs?","I like just the way you are.","That was my wedding song!","Really? That is an amazing song.","I also like some of his newer songs.","I like 24k Magic.","I like that one too. What about his newest hit?","x",""
