"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","31IBVUNM9TTAY42ZTDLZ1JALFWHFVW","AHC1ZSUGAO8BJ","Submitted","Mon Jun 26 16:05:07 PDT 2017","Mon Jun 26 16:07:47 PDT 2017","Thu Jun 29 16:07:47 PDT 2017","","","","160","100% (26/26)","100% (25/25)","100% (25/25)","0","What is your favorite country artist?","I forgot about that one.","It is the best.","Do you like Watchin' Airplanes?","That is another great song.","Have you ever seen him live?","Yes I have, at country fest.","Where is that.","It is in Caddott, WI.","Cool.  I have never been there.","It is a lot of fun.","I like Gary Allen.","I may need to try it sometime.","Me too, he is great.","That is neat you like him too.","What is your favorite song?","Get Off On The Pain.","That is a good one.","What is your favorite?","Right Where I Need To Be.","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","39JEC7537VV3VSIP2BVYTDPIIJ1VCD","A3SYKB6GWHMFFP","Submitted","Mon Jun 26 20:53:33 PDT 2017","Mon Jun 26 21:01:38 PDT 2017","Thu Jun 29 21:01:38 PDT 2017","","","","485","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you ever heard of The Drunk Poets?","I think I should take a listen to this band.","I am sure you would enjoy these songs. I like them all. Every song I have heard I like.","Can you suggest a song to start out with?","I bet you would like the song, ""London Can Take It.","Is this a London Band?","No actually this is a band from Alaska","Oh, wow.. I'd never guess. I bet it gets cold and can be lonely there.. I bet this band is awesome!","Yes this is one one of my favorite Indie bands ever!","I will go and listen and let you know what I think!","Thanks.. I am sure you will be impressed and want to listen to every song over and over!","I have not. Is this even a band?","Sounds fantastic!","Yes it is an Indie band.","What kind of music is this?","It is an eclectic mix of rock music.","Can you compare this band with any other artists?","Yeah. Some say that the main person in the band and the composer is kind of like Bob Dylan","Is this really a drunk poet?","Not to my knowledge. However the poetry/lyrics are deep..","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","39PAAFCODNUKH9K0OXQOINPM651TVU","AVATZZQZ0U741","Submitted","Mon Jun 26 20:32:18 PDT 2017","Mon Jun 26 20:37:27 PDT 2017","Thu Jun 29 20:37:27 PDT 2017","","","","309","97% (35/36)","100% (20/20)","100% (11/11)","0","What's your favorite kind of music?","Everyone there is super conservative, and I wanted something different.","Was there a stong punk community there?","Actually there was. I used to go to shows of local bands every weekend.","What's your favorite band?","I don't know if I could pick just one?","Well what's your favorite to see live?","Maybe The Jealous Sound, I've seen then three times!","That's awesome! I feel like the more times you see a band live the better the shows seem.","I totally agree.","You should send me some of your favorite songs, I don;t know a lot of that kind of music.","I actually like a lot of punk and pop-punk.","Yeah, I definitely will!","Really?","Yeah, I don't dress like a punk anymore though!","How did you get into that kind of stuff?","Teenage angst, I'd guess you say.","True!","I grew up in a small town in Kentucky and always felt like an outsider.","How so?","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","3A9AA95ATXG5RNCE1PZR9FUQ4E7P57","A1WBGYZ6Y8NJ9","Submitted","Mon Jun 26 17:56:25 PDT 2017","Mon Jun 26 17:58:42 PDT 2017","Thu Jun 29 17:58:42 PDT 2017","","","","137","100% (516/516)","100% (473/473)","100% (418/418)","0","Well you to be honest i got my own opinions on it","if i do not like it i do not think a second time will change my mind","What if it does","I highly doubt it","You never know","I guess i dont","Pretty much","Meh","Why meh","Because i dont want to listen to it right now","Well do it later","What opinion","I guess","about re listening to albums","Yeah?","Well you dont know the common thing","What","That it is better to listen to an album more than once","But","But what","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","3AZHRG4CU5EZPRLQ6LW8FHVYIA103I","A15J1TJ75G35SR","Submitted","Mon Jun 26 16:41:49 PDT 2017","Mon Jun 26 16:53:45 PDT 2017","Thu Jun 29 16:53:45 PDT 2017","","","","716","100% (55/55)","100% (55/55)","100% (51/51)","0","I love the song Army of Me by Bjork.","No, but I have heard the one by Johnny Cash.","Wow. I didn't know he covered that song.","Oh yeah. It's great.","I'll have to listen to it when I get a chance.","I'll have to listen to the Marilyn Manson cover sometime, too.","Do you like Marilyn Manson?","Yeah. I like some of his songs.","I mostly like his cover songs.","What other songs did he cover?","The main one that comes to mind is Tainted Love by Soft Cell.","Oh my gosh, me too!","That was such a great eighties song.","I first heard it when I watched Sucker Punch.","That's when I first heard it, too.","I can't believe it came out so long ago.","Me neither. Some songs just never get old.","I know. I feel the same way about Depeche Mode's song Policy of Truth.","Oh, I love their song Personal Jesus.","Have you ever heard the cover by Marilyn Manson?","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","3B3WTRP3DCWS03DK2H1WPIRZF1K29C","A39NC402SMY9FZ","Submitted","Tue Jun 27 07:30:53 PDT 2017","Tue Jun 27 07:35:26 PDT 2017","Fri Jun 30 07:35:26 PDT 2017","","","","273","100% (2/2)","0% (0/0)","0% (0/0)","0","Have you heard of the band AJJ?","That's cool. Where do they play?","We saw them in VA Beach, but they play all over the country.","Maybe we should go to their next show.","Yeah, that would be fun!","Do they tour with any bands I've heard of?","Probably not. They played with a band called Mannequin Pussy at the show we went to.","That's an interesting name for a band...","Yeah, AJJ actually stands for Andrew Jackson Jihad. But they decided to be more politically correct.","Wow, that's really weird!","It definitely gives you a glimpse into what their music will be like.","No, I don't think so. What kind of music is it?","Sounds crazy!","They're an alternative rock band.","I like alternative rock. Do you think I would like them?","They're pretty different. Their songs are cool though.","How many albums do they have?","Oh, they have a ton. They've been touring for over ten years now.","Wow! Do they have a big following?","No, not really.","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","3EQHHY4HQTMZEAJFY694F6GY3NL5GK","A29AX5O8KL48F8","Submitted","Mon Jun 26 18:06:49 PDT 2017","Mon Jun 26 18:19:25 PDT 2017","Thu Jun 29 18:19:25 PDT 2017","","","","756","100% (229/229)","100% (212/212)","100% (179/179)","0","who do you wish you could see in concert?","He had a huge book but really they are interpretations of others songs. What is your favorite?","I like his You are so beautiful to me.","That is such a beautiful song, his voice lends itself so well to it.","Very raw and real and truly seems heartfelt.","I think he was so good at conveying emotions.","apparently he was a good showman physically as well.","Joe was pretty well know for his theatric body movements.","It would have been a neat concert to see, that was a good pick.","Ya I wish I could have seen him in concert so badly.","You have made me feel the regret of not seeing him now.","I would pick joe cocker.","sorry, at least his music lives on.","He has a very raspy sound to me.But I enjoy it.","Ya raspy in a good way. very good.","I think he must be very old now, maybe too old to tour.","He actually passed away in 2014 it was cancer.","Oh man, that is too bad. Sorry you never got to see him.","Maybe in the next life.. who knows.","he did have enough hits for two or three lifetimes.","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","3HFNH7HEMI8O7W2DIYX7DHBPZJQQG0","A3FEDNH4X2XJ2M","Submitted","Tue Jun 27 07:06:50 PDT 2017","Tue Jun 27 07:44:12 PDT 2017","Fri Jun 30 07:44:12 PDT 2017","","","","2242","0% (0/0)","0% (0/0)","0% (0/0)","0","I used to really like country music. But lately it just doesn't feel the same.","I forgot about that. Yeah.","I heard the new Faith Hill and Tim McGraw duet, it's terrible.","It is terrible! I used to love their songs together.","Me too. And their solo stuff, but now I prefer his acting over his music.","It's sad.","You know I have had some luck listening to artists classified as folk or bluegrass.","That makes sense, they are related to country and not as prone to the pop influences.","So who do you suggest?","The Avett Brothers, Those Darlins, Old Crow Medicine Show. Those are some of my favourites.","I'm still going to listen to my old Lyle Lovett.","I know what you mean. It's basically pop music now.","You should. Lyle was great.","Basically, but it's like slightly outdated pop music that has a slight twang to it.","Exactly. I wish I could find some real country music to listen to, like some Sammy Kershaw.","I loved his songs years ago, what about Dwight Yoakum?","Yes, Dwight Yoakum was fantastic. His song Try Not to Look so Pretty was one of my favourites.","But that was so long ago.","It was. I also really liked Gary Allen.","I liked him too, but only his earlier stuff, he got weird after awhile.","x",""
"3R5OYNIC2C34Q5PACJCONB5HDJ3TPU","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","3X4MXAO0BHIKGJ7DAIQP4A7IPRKRWZ","A16SAB417Y96G4","Submitted","Mon Jun 26 12:58:55 PDT 2017","Mon Jun 26 14:23:58 PDT 2017","Thu Jun 29 14:23:58 PDT 2017","","","","5103","75% (3/4)","100% (2/2)","100% (2/2)","0","Do you like Radiohead?","I guess The Bends","The bends?","Have you heard it?","No.","You gotta hear it.","Do you have a copy of it.","Its in my itunes.","Alright well let me hear it","Come over later tonight then","Alright.","I love radiohead.","Cool.","What's your favorite album.","I'm not sure, what's yours?","I like OK Computer","That one is alright.","Alright? I think its amazing","It isn't their best work.","Ok what do you like","x",""
"3XJOUITW8ULPQHQPCWRDNGVRIFPTQL","3NZ7FAG0N0JK286SC36MTFZN6NGPZL","Create a dialog on music for twenty sentences","Create a dialog on music for twenty sentences","dialog, chat, music, entertainment, arts, conversation, writing","$0.80","Mon Jun 26 12:57:16 PDT 2017","9","BatchId:2849337;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:57:16 PDT 2017","","","33L7PJKHCHSM6XONG4FEQ95EV8K8TQ","A1VIEFZYI54JHP","Submitted","Tue Jun 27 08:31:43 PDT 2017","Tue Jun 27 08:35:31 PDT 2017","Fri Jun 30 08:35:31 PDT 2017","","","","228","100% (19/19)","100% (17/17)","100% (17/17)","0","Do you like the Fleet Foxes?","What is that album called?","Crack-up. I haven't listened yet.","I'll start with the old stuff and work my way forward.","Ryan Adams has a new album too","Is it any good","Not really","I'll always love Gold","Stars go blue is an amazing song","I agree.","I also love Jesus, etc.","What kind of music are they?","That was Wilco not Ryan Adams.","I think it's what people are calling chamber pop?","What does that mean?","I don't know. It's a lot of big echo singing about the woods and stuff.","Well I think I would like that.","I think you would too. You should listen to a song called Mykonos.","Okay, I will.","They also have a new album out this year.","x",""
