"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3D7VY91L65RY9GYGKHTB6D50141BMS","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:44 PDT 2017","","","37TD41K0AI3N301L8GQTIQ5AEF6SCX","A1WMOYIMJMIV9P","Approved","Mon May 08 09:06:04 PDT 2017","Mon May 08 09:27:04 PDT 2017","Thu May 11 09:27:04 PDT 2017","Mon May 08 09:31:29 PDT 2017","","","1260","100% (1/1)","100% (1/1)","100% (1/1)","0","Why did the Spurs take out their starters so quickly last night?","Most likely not.","Who's the best player in the league?","Unless Lebron proves me he's not the best player, he is.","Who's the MVP this year?","It's tough, but I have to go Harden.","Did you go to any games this year?","Yeah, I have a partial season ticket plan.","Who's the next coach that's going to be fired?","I hope it's Casey for Toronto.","Who will win between the Spurs and Rockets?","That's just how their coach does things.","It'll be really close, but Rockets.","Who will win the championship?","It will probably be the Warriors.","Are you excited for the draft lottery?","Yeah! My team might get two picks this year, but it depends on the results.","Who will win between the Celtics and the Wizards?","Well it looks like the Wizards have been dominating so far, so I'd have to go them.","Are you going to watch the summer league?"
"3IZVJEBJ6AES2BG43F2X3ZFH2786ZJ","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:44 PDT 2017","","","3PMBY0YE28X5YL5MZAQ21V0KMR99CV","A1P3Z24Y6GRNVA","Approved","Mon May 08 08:57:32 PDT 2017","Mon May 08 09:00:27 PDT 2017","Thu May 11 09:00:27 PDT 2017","Mon May 08 09:31:29 PDT 2017","","","175","100% (4/4)","100% (4/4)","100% (4/4)","0","Who is going to win the NBA chip this year?","Yes","Who is your team?","The spurs","Do you miss Duncan?","Yes, we def miss him","Who will win the East?","The Cavs","Who wiill win the West?","The Warriors","Do the Jazz have a chance?","I think Golden State warriors","no","Who is the best player in the nba?","I think it is Steph","Do you think the rockets will be the spurts?","No, Rockets def win","What do you like about the Warriors?","The ball movement.","Do you play basketball?"
"38DCH97KHHWVCEUK02D9LA8IJA7JQ8","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:45 PDT 2017","","","3R2UR8A0IBAW86KNSV57CYGJJFPXOK","A2UNAK22H7TOCN","Approved","Wed May 10 19:47:09 PDT 2017","Wed May 10 19:53:14 PDT 2017","Sat May 13 19:53:14 PDT 2017","Thu May 11 00:14:32 PDT 2017","","","365","100% (3/3)","100% (3/3)","100% (3/3)","0","Hey there, wanna catch the next Lakers game?","How is the parking and the prices of the concessions?","Parking is ok, but a bit expensive. They have lots of great concessions, but of course they're way overpriced.","Well, another reason why I'd rather enjoy the Laker game at home.  Cheap beer and no lines to the restroom.","Yeah, you're right.  So have you been able to follow the Lakers at all?","Well, I don't watch the games on TV like I used to, and I heard that Jeannie Buss is now the only owner.","Yeah, I know, who would've thought that she would be able to push out her brothers?","I know.  At least she'll keep Phil close by right?","Yeah her and Magic should be able to bring greatness back to LA","I certainly hope so, it's been too long since we had the Championship.","Yeah well if they make it you better go with me to the playoffs!","Yeah! When is it? I haven't been to a game in forever!","Well, if you have tickets then I'll be there with all my Laker gear!","It's this Friday night against the Jazz.  I know how much you hate them.","Oh my gosh I'd love to go, but I have a football game that night, and won't be free until 10pm.","That sucks, I don't think you've been to Staples Center yet huh?","No! I've been dying to go now. The last Laker game I went to was at the Forum.","Damn that was a long time ago.  Are you serious that you haven't been to Staples Center yet?","No, that's why I'm so mad I can't go to the game.","That sucks, it's an amazing arena, with bars all over the place."
"3TZ0XG8CBUE00YHFSW5WAP9FTZ998S","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:45 PDT 2017","","","3A4NIXBJ77TD89IM1WN690WRGHHLM9","A2MZYC2OHHM76X","Approved","Tue May 09 05:29:13 PDT 2017","Tue May 09 05:34:31 PDT 2017","Fri May 12 05:34:31 PDT 2017","Tue May 09 06:37:55 PDT 2017","","","318","100% (2/2)","100% (2/2)","100% (2/2)","0","Did you watch the Warriors game last night?","Kevin Durant by a mile.","Do you think Paul George stays with the Pacers?","No, I think he will be going to the Lakers.","Will the Knicks every get good?","Not with Phil Jackson running the team.","Any chance Westbrook leaves the Thunder?","No he will stay because Durant left last year.","The Thunder could have had an amazing team.","Yeah Durant, Westbrook, and James Harden.","Who do you think will get the first pick in the draft?","Yeah they swept the Jazz.","Probably the Knicks or Nets.","Who do you think will win MVP?","Westbrook, come on, he got a triple double for the whole season.","You think LeBron is a wimp?","Yes, he flops like a fish and crys everytime he is fouled.","Do you think it will be Cavs vs Warriors in the finals?","Yeah it doesn't look like anyone can beat those two.","Who's better Steph Curry or Kevin Durant?"
"3TZ0XG8CBUE00YHFSW5WAP9FTZ998S","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:45 PDT 2017","","","3ERMJ6L4DZMETOTKX2MWQVEQLFPM7E","A2JLKYXYQIL7YV","Approved","Mon May 08 08:49:00 PDT 2017","Mon May 08 08:55:18 PDT 2017","Thu May 11 08:55:18 PDT 2017","Mon May 08 09:21:00 PDT 2017","","","378","100% (1/1)","100% (1/1)","100% (1/1)","0","Have you been watching the NBA playoffs?","I know, it was tough to see.  He is such a great player.","Did you see the Wizard playing who got ejected vs the celtics in game 3?","Yes!  That was crazy.  I can't believe he lost his cool like that.","I know.  You can tell he is a young player.","Agreed.  Who do you think wins the MVP this year?","I really hope its Curry again, but it may be Westbrook.  He was insanely good for the Thunder.","I hope it's Curry too, but Westbrook does have a good chance.  So many triple doubles","I really don't want it to be LeBron James though.  I am biased because how he kills the Celtics, but i don't like him","He will definitely be a top choice, but I think it will be Curry or Westbrook.","Hopefully the Finals will be some good games and go to 7 like last year.","Yeah, I haven't missed a game yet!  Who are you pulling for?","As long as the Warriors win this time, I agree!","I am a Celtics fan, but I've watched every game also.  Who do you pull for?","I am pulling for the Warriors.  I hope they pull it off this year!","They have a good chance.  Did you watch the games yesterday?","Yes, the Celtics got crushed.  There haven't been many good games in the 2nd round.","I know, the first round was pretty good, but this second round has been mainly blow out games.","I think it will be the Warriors and the Cavs in the Finals.","I agree.  It sucks that Tony Parker got injured.  That killed the Spurs chances"
"335VBRURDJUH9ZR65ZRW2Z51427E9W","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:45 PDT 2017","","","36PW28KO40QY02Z5N7AXNEB7EPTAE2","A2CC7ZAK1ZULHR","Approved","Wed May 10 11:24:18 PDT 2017","Wed May 10 11:47:15 PDT 2017","Sat May 13 11:47:15 PDT 2017","Wed May 10 13:01:10 PDT 2017","","","1377","100% (4/4)","100% (4/4)","100% (4/4)","0","Did you see the match between the Houston Rockets and the San Antonio Spurs last night?","I guess your right, but I must say, crafty plays is what he's done best over his 15 year career.","Yeah, I agree. And he finished the night with 12 points, seven rebounds, and five assists.","True. The Spurs needed all of his performance, especially in overtime.","You can say that again!","Did you see what happened to Kawhi Leonard?","No, I saw him sitting on the bench but I didn't know why.","He hurt his ankle early in the game and never returned.","Oh. I didn't know because I missed the first 30 minutes.","Oh. Harden played a great game this time.","Yeah! He recorded a triple-double with 33 points!","Yeah! The last 15 seconds in overtime was the best!","Do you know when the next match is?","They were trailing by three and put the ball in James Harden's hands thinking he was going to make the shot.","They've been using that gameplay all year.","But it didn't work this time. Manu Ginobili blocked him from behind.","That was the play of the night!","That's probably the last big moment of his career though.","What makes you say that?","Well, he's already 39 and he's been looking old this postseason."
"335VBRURDJUH9ZR65ZRW2Z51427E9W","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:45 PDT 2017","","","3K3R2QNK8CX1KFMML1B2V1MQT0EU96","A2DAZ0CJ3VKS80","Approved","Mon May 08 19:03:05 PDT 2017","Mon May 08 20:02:54 PDT 2017","Thu May 11 20:02:54 PDT 2017","Mon May 08 23:49:51 PDT 2017","","","3589","100% (2/2)","100% (2/2)","100% (2/2)","0","Who do you have between the Spurs and Rockets tomorrow?","Sure, but the two games before that were all San Antonio.","That's true, but as the series goes on, I think the Spurs get more tired. They have some old players.","True, but I think there are enough young players that can get minutes and be effective, too.","Only if Popovich decides to play them. He is stubborn about going with his veterans.","That does frustrate me at times, but he has shown that he knows what he's doing.","Anyway, I will be rooting for the Spurs, even if I don't think they'll win. I can't stand Harden.","Me either. The NBA really needs to look into how he tries to bait the refs into calling fouls and change the rules this season.","That would be nice, but it would be even nicer to have him embarrassed by the Spurs.","Amen to that.","Anyway, whatever happens in this series I still think Golden State will destroy either team in the next round.","Spurs all the way, I can't stand Houston.","Unfortunately, I think you're right.","My heart says San Antonio, but my mind says Houston is going to take this series.","What makes you say that?","I think the Houston offense is just too much for the Spurs. It's too fast and too strong.","Well, the Spurs did win 3 out of 4 during the regular season.","The regular season doesn't matter anymore though, the playoffs is its own season.","You don't think Kawhi Leonard can outplay James Harden?","Maybe he can, but what about the rest of the team? In the last game, the Rockets were looking like they had too many weapons to stop."
"335VBRURDJUH9ZR65ZRW2Z51427E9W","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:45 PDT 2017","","","3KV0LJBBH3FOB7DZ6GK2VC5QMRKMRE","A1LMXY8R59ZUHU","Approved","Mon May 08 08:49:23 PDT 2017","Mon May 08 09:07:14 PDT 2017","Thu May 11 09:07:14 PDT 2017","Mon May 08 09:20:59 PDT 2017","","","1071","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see the Cavs/Raptors game last night?","I know that's kind of lame.","Who do you think is going to win in the Celtics/Wizards series?","I don't know. I want the Celtics to win.","Yeah, me too. The Wizards look really good though.","Marcin Gortat is a beast.","John Wall is crazy good, too.","He's so good. He can steal, rebound score.","He's a great athlete.","A little out of control, though, he gets a lot of turnovers.","They sort of lack discipline.","Yeah the Raptors are done.","Yeah I guess so.","I know. They just aren't on the same level.","Lebron is too good.","Yep and they're too deep. Did you see that 3 Korver made?","I did. They've got him, JR Smith, Frye...","It's just not fair. They have the highest payroll in the league.","They do?","Yeah, by far. Lebron is good but they also basically just bought their team."
"335VBRURDJUH9ZR65ZRW2Z51427E9W","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:45 PDT 2017","","","3P1L2B7AD2J18C3YEC2J14LWB4POLU","A1GP77RMMFGHLD","Approved","Mon May 08 14:32:17 PDT 2017","Mon May 08 14:38:00 PDT 2017","Thu May 11 14:38:00 PDT 2017","Mon May 08 15:39:10 PDT 2017","","","343","100% (1/1)","100% (1/1)","100% (1/1)","0","Alright, real talk, is Lebron James the best of all time?","Yeah, but Jordan was clutch. He shot 50% at end game situations. What does Lebron do ?","He sets his teammates up in good situations to succeed at the end of the game.","Yeah, but Jordan grabbed the ball and did everything. Everyone in the building knew it was going to him also.","This is just proving Lebron is more unselfish, you're taking my point and helping it succeed.","You're not getting it. Lebron shies away from pressure.","Jordan is a generic gambler and a terrible human being.","So we're going to go into their personal lives? Who cares, we're talking about basketball.","Well, it's true. Lebron is a better human being than Jordan.","Oh please, I dont want to continue this awful conversation.","I won. Lebron is the best.","No, Michael Jordan. His Airness is the best.","Whatever man, Jordan was better at basketball.","How can you say that with how lebron is dominating the east for the past 7 seasons already and counting.","Michael Jordan was doing that in the harder east.","Are you kidding me? Jordan had to it against one hard team and that was the Knicks.","Are you kidding me? The Pacers were really good then.","You're joking me. I can make the same arguement, the Pacers were really good now.","Yes, both those two teams were very good teams that should have won a ring, but that's besides the point, Lebron plays in a weaker east.","Well, Lebron does it all. He can pass, rebound and play defense. He also scores well."
"3CMV9YRYP3VKLHE78X5D4O9O94KLJL","3NKVIC4SHKUOHPRZQADR38NPF5KBNW","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.40","Mon May 08 08:43:36 PDT 2017","9","BatchId:2795086;OriginalHitTemplateId:920937340;","7200","259200","Thu May 11 08:14:46 PDT 2017","","","36W0OB37HX8BLKYFP0Y2PAZTEM2ZH9","A3O7NH5MWBWWNG","Approved","Mon May 08 08:46:11 PDT 2017","Mon May 08 08:53:05 PDT 2017","Thu May 11 08:53:05 PDT 2017","Mon May 08 09:21:00 PDT 2017","","","414","100% (3/3)","100% (3/3)","100% (3/3)","0","Have you been following the Celtics and Wizards series?","Yeah, he should have just backed off.  The pick was hard but legal.","Do you think either team stands a chance against the Cavaliers next round?","I don't know. I think they might win a game or two but the Cavaliers are really good.","Yeah, The Celtics would have home court in that series, do you think that would make a difference.","Yeah a slight one but I still think the Cavaliers would win.","Who do you think is gonna come out of the West?","I think the Warriors for sure.","I think the Rockets could possibly beat the Warriors but probably not.","Yeah. I think the Spurs are too old and too injured to keep winning in the playoffs.","Yeah. I had them winning this series with the Rockets but now I'm not sure.","Yeah, it's been pretty incredible so far.","We'll see in the next few days.","Who do you think is going win?","I think the Celtics will take it in seven games.","I hope they do but the Wizards have been pretty tough the past few games.","Yeah they have. But Boston has home court advantage.","Yeah all the games have been won by the home team this series.","What do you think about Kelly Oubre getting suspended?","I think he deserved it. It was a bad choice to push Olynyk like that."
