"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3SV8KD29L4MZ1Q1T5JWYDIKZ37HKZ1","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:02 PDT 2017","","","3MX2NQ3YCAOA0WE5NG983SGS2ZG5XD","A1POAW2RQBTBXB","Approved","Thu May 11 17:43:47 PDT 2017","Thu May 11 18:08:00 PDT 2017","Sun May 14 18:08:00 PDT 2017","Fri May 12 00:46:58 PDT 2017","","","1453","100% (1/1)","100% (1/1)","100% (1/1)","0","So I signed up with a company that sends me clothing by mail once a month. I try it on and keep what i want, am billed for it, and send back what I don't.","It looks kind of boring.","The tunic is very plain in front but look as I turn around and you will see why I love it so much.","Oh I see, the large cutouts in the back. It is very sexy and pretty much shows your bare back.","This is something I would wear to go out in.I haven't decided what to pair it with though.","If it were me, I would just wear either black or white denim shorts.","Now I am going to show you the cutest pants in the world. These are almost like leggings but they have real pockets.","I can see why you love them.","I honestly don't see maroon pants every day. I like the color but the fit is a little off.","Yeah, they are a little short and loose around the bottom.","Well, those are the three items I kept from last months fashion box. What do you think?","Oh I've heard about that. I keep seeing ads for them on facebook, but I wasn't sure if the clothes would be all that special.","They are nice but I don't think the service is for me. I enjoy shopping and picking clothes out to match my own personal style.","I usually keep about 3 out of 5 of the items they send me. Do you want to see what i got last month?","Yes I would, that way I can see if it is something I would do or not.","Alright, look at this striped shirt. I normally would never choose horizontal stripes but the cut of the blouse is very flattering.","Oh I like it. It looks like a summer top that I would pair with high waisted pants.","This top reminds me of old Hollywood for some reason. It is very high quality as well.","Nice! I am begining to like this company now.","Now, let me show you the next item, which is a longer tunic with large cutouts in the back.","",""
"3SV8KD29L4MZ1Q1T5JWYDIKZ37HKZ1","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:02 PDT 2017","","","3X73LLYYQ28H4VKWMCN8UNSL60TNH3","A2XJAGYVNVPCP0","Approved","Fri May 12 10:11:32 PDT 2017","Fri May 12 10:54:43 PDT 2017","Mon May 15 10:54:43 PDT 2017","Fri May 12 13:31:19 PDT 2017","","","2591","100% (13/13)","100% (13/13)","100% (13/13)","0","Sharon,I have been watching the fashion shows and you would not believe what the models have been wearing on their feet.","Flat version? I have not heard about them.","The flat version are a platform and flats combined.","So, it's a flat shoe on a platform. Is that what you are telling me?","Yes.","Flat shoes are not good for your feet.  I don't wear flat shoes.","But they were so cute. There was one that was red and white.","You can be cute all the way to the podiatrist if you want.","You don't have to wear them all of the time.","And you don't have to wear them at all.","There's just no winning with you on these shoes is there?","What could it be other than heels, Lexa?","Nope.","Yes but I have seen them in breathable boots in monochromatic colors at Salvatore Ferragamo.","So you think monochromatic colored boots are a hot fashion trend to follow.","No, but Erdem’s snakeskin combination with ankle lacing and gorgeous platform heels certainly would make a statement if I ever wore them","Platform heels? Out of the question.","You can dress up the plainest of outfits and dresses with a good pair of platform heels.","Not with the ones I have seen. Those things are not for me.","How do you feel about the flat versions of the platform heels?","",""
"3GKAWYFRAPNX9GTDQTC9I7NV9ZDDPW","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:02 PDT 2017","","","3ZPBJO59KQV8IJTJXI95YIGQROWDHX","A32Y2DA2CW8YWN","Approved","Thu May 11 13:11:31 PDT 2017","Thu May 11 13:15:16 PDT 2017","Sun May 14 13:15:16 PDT 2017","Fri May 12 00:46:57 PDT 2017","","","225","100% (3/3)","100% (3/3)","100% (3/3)","0","What are your favorite trends right now?","Yeah, me too. Much more comfortable!","True. Anything you really don't like?","I don't really like the midi skirt--it's such an awkward length to pull off if you're not tall.","I agree. It makes my legs look really short.","What else don't you like?","Well, midi skirts, the cold-shoulder thing, and millenial pink.","I love millenial pink!","Why? It's so boring!","It's like a neutral, but more fun!","I guess so, but it's not for me.","It's so hard to say. I really like the look of the cold-shoulder top.","That's fine--more millenial pink cold-shoulder tops for me!","Really? I don't like that one as much.","Why not?","It just looks impractical, you know? Like why wear a long-sleeved top but have a bit cut out?","I guess I can see that. So what are your favorite trends?","I like the new trends in jeans.","With all the rips?","No, the shape--I like that it's more relaxed, not like skinny jeans.","",""
"3D7VY91L65RY9GYGKHTB6D5019QBMR","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:02 PDT 2017","","","31LVTDXBL8445PVE64JNVZQ2OH6RLN","A2WU4BBE50B75V","Approved","Fri May 12 21:03:55 PDT 2017","Fri May 12 21:22:25 PDT 2017","Mon May 15 21:22:25 PDT 2017","Sat May 13 02:28:54 PDT 2017","","","1110","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see her shoes?","Yes! I kinda like how it looks, it has to be the right kind of guy to pull of the look.","Who has the the look to pull it off? Hmmm maybe Jared Leto?","Yeah, definitely. What other fashion trends did you see at the Oscars that you liked?","A lot of people had neat highlights, the new ombre thing from dark to light is a pretty cool new look.","Yeah! I would do that look if I had the money to support it, haha.","Same here! Did you see that all the celebrities wore jewelry by Baccarat? It also looked like they had Swarovski diamonds on their shoes, and dresses.","Bling is super in right now, so is rose gold metallic.","True. Did you like seeing Kim Kardashian's sister's new revenge body? I couldn't believe how good she looked in that Oscar de la Renta dress.","She looked awesome! Must be nice to have so much help in having a personal trainer and private chefs.","Yeah agreed.. I love seeing the fashion, it's so fun! The Oscars is like prom for celebrities.","Who, Emma's shoes?","Totally. It's always fun to see who wore what best.","Yes!","They looked like Valentino's, with the red soles, just perfect!","Yesssss, it would be a dream to own a pair of those.","Yes, it would! Did you see their make up too?!","It looks like they used either MakeUp Forever or it could have been Nars, or maybe MAC","And the eyelash extensions! They really help open up their eyes.","I hear that man buns are really in now too. The thing where guys pull their hair back on top into a mini bun thing. Have you seen that?","",""
"3D7VY91L65RY9GYGKHTB6D5019QBMR","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:02 PDT 2017","","","320DUZ38G8G7L9Y0N8DYGGZ2H52GJV","AQXAQCJFY2ZA7","Approved","Thu May 11 08:49:11 PDT 2017","Thu May 11 08:56:43 PDT 2017","Sun May 14 08:56:43 PDT 2017","Thu May 11 09:36:24 PDT 2017","","","452","100% (5/5)","100% (5/5)","100% (5/5)","0","What kind of fashion are you into?","What is the heck is that?","It's like the frontier of something. I like to explore and be adventerous.","So what do you wear?","I try to break norms with my fashion, mismatch and try new things.","What else do you do for that?","I make a lot of my own clothes or alter my old ones.","Like cut them up or sew stuff on them?","Exactly, that's very avant garde!","Who are your favorite designers?","I like Alexander Mcqueen pretty much.","I'm into minimalist fashion.","I""ve never heard of him but I'll look him up later!","Oh, what's that?","You just own a couple pieces of clothing and make a lot of outfits.","Oh that's cool. How small is your closet then?","It's normal size, just not very full. I have like 5 shirts, 2 pairs of pants, and 2 pairs of shoes.","I could try minimalist for a while, but I really like owning a lot of clothes.","Yeah that's cool. What kind of fashion do you like?","I like avant garde fashion. No rules!","",""
"3D7VY91L65RY9GYGKHTB6D5019QBMR","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:02 PDT 2017","","","34J10VATJGS23N888MXAYTO4AHBQIL","A3B0ZMYKGS5CBH","Approved","Thu May 11 15:28:20 PDT 2017","Thu May 11 15:36:22 PDT 2017","Sun May 14 15:36:22 PDT 2017","Fri May 12 00:46:57 PDT 2017","","","482","100% (1/1)","100% (1/1)","100% (1/1)","0","What do you think about this leggings craze?","It's funny how popular they've become and how fast these companies have grown.","Yeah, I remember as a little girl just wearing ""tights"" and a dress. I had no idea they would evolve into what they are today!","It's not a bad thing for sure. I just don't like when people wear them as pants with a top that doesn't cover their butt or thighs.","They do need to be worn with a tunic or dress, I agree.","Which is better to go with them? Boots or sandals?","Some I wear with sandals but mainly boots and a short dress. It gives it that edgy look.","Speaking of boots! Best brand?","Dr. Martens of course!","Omg you and I are too much alike.","Most people think they are outdated.","I think leggings are fantastic when worn as leggings, not as pants.","No way! They will never go out of style just like leggings won't.","With so many companies using marketing sales and pop up stores do you believe they are all the same?","I think some companies like LuLu Roe and Buskins have great quality products but there's a lot of copy cats with poor quality.","What body type is best for leggings?","I think all body types are good for them as long as the style is coordinated right. Anyone can pull them off with the right top!","I happen love my Buskins because of the price, free shipping benefit, and they aren't sheer at all.","Yeah, I have seen some amazing prints also. My favorite are the aztec designs.","I really think there should be more options for the plus sized girls when it comes to bottoms so this trend is perfect.","",""
"3D7VY91L65RY9GYGKHTB6D5019QBMR","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:02 PDT 2017","","","39GXDJN2OU81JPSCLZFTRRTZPHRV8T","ATADQXPHL10Y8","Approved","Fri May 12 05:38:36 PDT 2017","Fri May 12 05:41:09 PDT 2017","Mon May 15 05:41:09 PDT 2017","Fri May 12 08:47:53 PDT 2017","","","153","100% (23/23)","100% (23/23)","100% (23/23)","0","Who do you think is the best dressed actor in Hollwood?","She keeps it plain and normal, nothing too extravagant","You mean like Lady Gaga?","Sometimes I think she does it on purpose.","She is trying to look too much like Madonna did.","Yeah some of the outfits, I dont get it.","Kendall Jenner dresses nice.","Well shes a model so she has to wear all those weird outfits.","Does anyone actually buy them?","I think for the unique factor, yes.","Where do you start when designing those clothes?","Does it matter? Men wear the same thing.","I dont know I guess the trash can then you go from there.","Yeah but some guys dress like theyre poor","True, I guess I would say George Clooney.","I dont know if I could say that anymore, how about Ryan Gosseling?","Again I guess it all goes back to men wearing the same thing all the time.","OK turn to women then.","Hmm....Maybe Emma Stone?","I dont know that much about what she wears","",""
"3MWOYZD5WVIOAS8P0NDXPCUZDYJNO7","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:03 PDT 2017","","","3CTOC39K38KOSGNZU594A3M9I8PJ7D","A30S0F0TASNUJH","Approved","Thu May 11 20:05:00 PDT 2017","Thu May 11 20:13:02 PDT 2017","Sun May 14 20:13:02 PDT 2017","Fri May 12 00:46:58 PDT 2017","","","482","100% (3/3)","100% (3/3)","100% (3/3)","0","What did you wear to the party last night?","I was going to wear it to a bar or club but I haven't had the chance yet.","Do you ever wear dresses out at night?","Sometimes, I have some beautiful mid calf length dresses that work well at night. What about you?","I prefer jeans or pants at night. I usually like a nice pair of dark jeans made by seven jeans or Paige brand.","I love those brands too. I like the length on them since I'm kind of tall.","Have you ever tried true religion jeans?","Yes, I like the length on them but they are most hip huggers and I like high waisted jeans a little better.","I know what you mean. I don't like hip hugger jeans that much but I like the larger pocket on true religion jeans.","Ya I like that they are funkier than the average jeans brand.","Me too. I like a lot of their washes.","I wore my leggings with a tank top and my black jacket.","Me too. They have some beautiful light blue washes.","I love your black jacket. Who makes it?","Thanks! It's Michael Kors actually.","Where did you get it?","I bought it a couple years ago at Macy's. It was pretty expensive. Do you like Muchael Kors?","I do. I love his line.","I also have a beautiful gold sequin shirt from his line.","I bet it's gorgeous. Where do you wear it?","",""
"3MWOYZD5WVIOAS8P0NDXPCUZDYJNO7","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:03 PDT 2017","","","3WMINLGALCXJ34FRRG42XQB5U3RCA5","A2C84QVRK3KG57","Approved","Fri May 12 15:35:23 PDT 2017","Fri May 12 15:45:25 PDT 2017","Mon May 15 15:45:25 PDT 2017","Sat May 13 02:28:55 PDT 2017","","","602","100% (2/2)","100% (2/2)","100% (2/2)","0","Did you enjoy the fashions Met-Gala this year?","Also her hairstyle really topped it off as well.","Yes. The bun on top of her head was incredible.","Interestingly her hair and makeup did not take away or conflict with the dress.","No, they didn't. All 3 went together perfectly.","I wonder if she chose this dress herself?","Possibly a stylist, however it would not surprise me if she chose it on her own.","Yes. She has a unique, wicked style all on her own.","Yes. I think that is why she was able to pull this look off.","Right. We are already used to seeing her in flamboyant outfits.","I think she was best dressed of the night.","Yes it was great! How did you enjoy the red carpet looks?","I agree. Well done Rihanna!","I loved them. Rhianna was my favorite.","Yes. She really stuck to the theme of the night, which was to celebrate fashion designer Rei Kawakubo.","Certainly. Her dress was big, bold, and very unique.","Yes it was. I had never heard of the designer Rei Kawakubo until now.","I have never heard of her either. I think this year's dedication will really bring her a lot more recognition.","I agree. I also enjoyed Rihanna's makeup that went with the dress.","Yes. The elaborate pink eye shadow was a great touch and really brought out her facial features.","",""
"32XN26MTXZDDJBDLMPV7MJUSA03L0D","3VXAMLAOARX8BVHYY0AHHLLJ4HKZFJ","Create a dialog on fashion for twenty sentences","Create a dialog on fashion for twenty sentences","dialog, chat, fashion","$0.50","Thu May 11 08:35:46 PDT 2017","9","BatchId:2799316;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:13:03 PDT 2017","","","3N4BPTXIO9ML1B5DPY2RLA076CAKUE","A2XJAGYVNVPCP0","Approved","Fri May 12 09:22:02 PDT 2017","Fri May 12 10:04:58 PDT 2017","Mon May 15 10:04:58 PDT 2017","Fri May 12 13:31:19 PDT 2017","","","2576","100% (13/13)","100% (13/13)","100% (13/13)","0","Guess what may be back in fashion this spring and summer, Sue.","The boxy shapes seen on the Balenciaga catwalk are likely to be too extreme for us mere muggles but more relaxed shapes at Chanel and Marni gave an insight into how we could take on the trend, too.","What did I tell you?","Just because some fashion designer had models walking the catwalk with these huge, boxy shoulders, that does not mean that is what is in.","You never know.","Look at the part about the sheer fabrics. Who is going to walk around in public with sheer pants on?","Won't be me.","Me neither.","I think these designers are just throwing things up in the air and waiting to see which one catches on.","You think?","I do would love to have that boxy shoulder jacket in the picture.","I don't know.","If I saw you walking down the street dressed like that, I would go the other way.","It's a trend of the eighties that no one really fought to keep.","Which one is that? There were so many back then.","Shoulder pads. They are back in style.","Shoulder pads. Give me a break.","I'm serious but these are the boxy long kind.","Where do you come up with this stuff?","Look at this article in the Cosmopolitan. See for yourself.","",""
