"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","352YTHGROW7VINAQ478CVEMLJLIH4U","A359S477C2ZWER","Approved","Sat Jul 08 11:08:54 PDT 2017","Sat Jul 08 11:16:53 PDT 2017","Tue Jul 11 11:16:53 PDT 2017","Sun Jul 09 04:39:55 PDT 2017","","","479","100% (18/18)","100% (18/18)","100% (2/2)","0","My boyfriend loves the NFL!","I understand that but wouldn't a live game be really exciting?","I suppose so but it's so expensive I don't think I'd ever really go.","You could get tickets to a Cowboys game for your boyfriend for Christmas. He'd love that!","That's a good idea. He has all kinds of Cowboys memorabilia.","Like what?","A steering wheel cover and floor mats for his truck, shirts, and even a seat from the old stadium that his Dad bought him for his Birthday.","What in the world does he do with that?","Honestly it is just sitting in his closet collecting dust.","What a silly waste of money!","No, it means a lot to him that his Dad thought to buy him something he would like. They aren't close but he wishes they were.","Just about everyone I know loves to watch football. Do you like it?","Well I guess that is nice then, but I wouldn't want that old thing in my house!","Yes, I like it more now that my boyfriend has explained the game to me.","What team does he like?","He likes the Dallas Cowboys best.","Is that your favorite team too?","Yes, for now it is because that is the team I have watched the most but I may choose another team at a later date.","I don't really watch football much because I don't have live television.","My boyfriend says that games on television are better than live games because they show the replay in slow motion.","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","379J5II41PAFWLQ9KYZNWSRJDSSLEK","AR72L0JX4D03W","Approved","Sat Jul 08 14:16:29 PDT 2017","Sat Jul 08 14:28:43 PDT 2017","Tue Jul 11 14:28:43 PDT 2017","Sun Jul 09 04:39:57 PDT 2017","","","734","100% (74/74)","100% (39/39)","100% (1/1)","0","Hey, man, did you catch the NFL draft?","Oh, missed that part.. where did he get picked up from?","Utah.  He's got a pretty record with speed he's got like 1,407 yards on 210 carries.","Oh, not bad!  That'll be good for dodging tackles and whatnot.","Yeah, that's what i was thinking.  Did you remember any other picks you got?","Well, not sure about ""good"" but definitely notable...  Reuben Foster.","I think I heard about him.. did he fail a drug test?","Yeah, that's what I meant about concerns, but lot of his teammates support his character so, the result could have been a false positive.","Well, it's not like there no drugs in the NFL... I mean, if you took out everyone I bet half the teams would have to stay home.","Yeah, that's true, but from what I understand, the guy was really sought after, even got a A+ rating from Niner's wire online.","Wow, they're awfully pick about who they get anything above a ""B"" to.","Yeah, I caught parts of it, they had some interesting picks here and there.","So I've been told.","Oh, anyone in particular you thought was a good choice?","Well, again, only caught part of it, but I think  Solomon Thomas for the 49ers might be a good choice.","Yeah, could be, he seems pretty versatile Only thing I find odd about him as pick is they already got decent defense men.","Well, you can never have too many defensemen as long as you're not neglecting the other areas you'll need.","Yeah, that's true.","What about you?  What picks did you find interesting?","I thought Joe Williams was a good pick, myself.","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","39O5D9O87UMJJJG6I1PSAIXZST8C3M","A1S6YAZV5N55X8","Approved","Sat Jul 08 00:04:30 PDT 2017","Sat Jul 08 00:12:17 PDT 2017","Tue Jul 11 00:12:17 PDT 2017","Sun Jul 09 05:18:32 PDT 2017","","","467","100% (5/5)","100% (5/5)","100% (1/1)","0","How do you feel about the Raiders moving to Las Vegas?","I thought it was so cool that he said he would only to come play for us.","I always respect a player who wants to come back to his hometown and show some love to the hometown fans","Its cuz the Raiders have the best fans in the league!","Some people would beg to differ.","That's just because they haven't been to a game.  The fans are really loyal, but we're also really cool.","What about the Black Hole?","Yeah, we're the only team without a mascot.  The fans are the mascot for the Raiders.  The Black Hole is amazing.  People only think they're scary.","Do you think you'll stay a fan after the move?","I can't really see that happening.  I feel like the only people that will attend the Vegas games are fans of the visiting teams who also wanted a vacation, and guests of corporate bigwigs.","Yeah, I think Vegas will kinda suck the soul out of the team and the fanbase.","I think it's really disappointing.","At least my Sundays will be a lot more free in the fall!","Yeah, you have been a Raider fan ever since they moved back to Oakland","I feel like the ownership really didn't make any effort to stay in Oakland and I think its a crummy way to treat such a loyal fanbase","Well, they paid good money to Carr to keep him for the future.","Yeah, I think he's great and hopefully we can make the most of the remaining time they have in Oakland","How do you feel about the acquisition of Marshawn Lynch?","Beastmode! I think it's aweosme.","Yeah, that was a great move for your team","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","3A1PQ49WVIBEQOD7HPPAXGFI719H1I","A1C3U1U36QUL2L","Approved","Sat Jul 08 11:58:36 PDT 2017","Sat Jul 08 12:02:39 PDT 2017","Tue Jul 11 12:02:39 PDT 2017","Sun Jul 09 04:39:57 PDT 2017","","","243","100% (26/26)","100% (26/26)","100% (20/20)","0","What do you think of the Seahawks chances?","That was a beating.","I hope their defense is improved.","It had better be.","I miss the Hawks being in the AFC.","Yea, it still seems funny with them in the NFC.","I miss the rivalries with San Diego, Denver, etc.","Those were great times.","Steve Largent was an awesome receiver.","Is he in the Hall of Fame?","If not he should be.","I dunno, seems like they can't get over the hump.","I couldn't agree more.","Maybe, I think they have a strong year though.","How many games do you think they win?","I'm guessing 12.","I think they win 10.","Russell Wilson makes them competitive.","Yea, with him in the game, they always have a chance.","They sure spanked the Lions in the playoffs last year.","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","3A4NIXBJ77TD89IM1WN690WSMTCLM0","A1INIU5LAP6Z4J","Approved","Sat Jul 08 11:16:25 PDT 2017","Sat Jul 08 11:47:27 PDT 2017","Tue Jul 11 11:47:27 PDT 2017","Sun Jul 09 04:39:56 PDT 2017","","","1862","100% (18/18)","100% (9/9)","100% (3/3)","0","Hey there.  You excited about the upcoming season?  What's your team?","Heck yes.  That's why they always make the playoffs.","But don't necessarily win.  Did they rise to the top against the Falcons last year?","That was only because of the bad call against the fullback when he supposedly fumbled!","What about that Seahawk game?  Did they rise to the top when they were up by 9 with 4 minutes left?","That's not fair!  They were ripped off.  There were so many penalties that weren't called!","Didn't they lead the league in scoring in 2011 but got stuffed by the Giants?  And if I recall, the refs were looking for ways to get the Packers back into the game.","The Giants stole all of our signals!  They cheated.","Nope, that was the Giants vs. Vikings.  Nice try though.  What about when Favre threw that late interception to the Giants?","I don't talk about him.  He's a traitor.","So you still think that they're destined to win?","You betcha I am.  Packers all the way!  I can't wait....","After they've been hosed so many times, how can I not?","Actually, I was talking to that gentleman over there.  But since you butted in like a typical Packer fan, I guess I'll talk to you.","Better off anyway.  No sense talking about anything other than the Pack.  Goin all the way!!!!","Typical response.  How's the weather been around your place?","It's great weather for a game.  I can't wait for the Green and Gold to beat down the opposition this year and bring the trophy back to Title Town where it should really permanently sit.","I see you've brought it back to the Packers.  So you are confident this year?","Of course.  Nelson is the best receiver in the league; Rodgers is the best QB; the defense will be much better because we have more inexperienced rookies in the secondary; and we have a brand new running back that hasn't yet been physically broken down by a full season of games.","And the best always rise to the top, don't they?","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","3DBQWDE4Y7S5O201LAMZ5QPV5T75NH","A2ECRNQ3X5LEXD","Approved","Fri Jul 07 18:58:05 PDT 2017","Fri Jul 07 19:00:00 PDT 2017","Mon Jul 10 19:00:00 PDT 2017","Sun Jul 09 04:39:56 PDT 2017","","","115","100% (266/266)","100% (199/199)","100% (8/8)","0","Let's talk about the NFL.","I agree, no one is like him.","Have you been to any games recently?","No I have not.","That is too bad.","Yeah but hopefully next year I can go.","Have you watched all of the games?","Yeah.","Were you happy with the SuperBowl win?","Totally!","Well it was great talking to you!","Sounds good to me.","Same.","What is your favorite team?","The Patroits.","Mine too!","Do you have a favorite player?","No, actually I don't.","That is rather interesting.","Brady is decent though.","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","3FE7TXL1LJHYS2U6JJCIBDHOQUDQ2Y","ATADQXPHL10Y8","Approved","Sat Jul 08 06:53:06 PDT 2017","Sat Jul 08 06:58:59 PDT 2017","Tue Jul 11 06:58:59 PDT 2017","Sun Jul 09 05:18:32 PDT 2017","","","353","100% (544/544)","100% (326/326)","100% (21/21)","0","Do you think the Broncos will be able to compete again this year?","He didnt show me enough in college.","He was pretty good","Yeah but nothing he specifically did translates to the NFL","I dont know about that, he had a good run.","Well back to Denver, if their defense sucks then they might be in trouble.","I just think they really regress this year.","Will Elway ever come down and coach?","I think he likes being an executive more than that.","Yeah me too.","They should be able to compete but that division belongs to Oakland.","I think they will be good, that defense is top notch.","Never count out Denver though","Yeah but who is gonna start for them","I would assume Trevor Siemian again","What about paxton lynch?","I dont think he is their future QB. Too many questions.","They took him in the first round!","Better to admit a mistake before it gets bad.","I think Chad Kelly might end up the starter at the end of the year","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","3ITXP059PXDABE7RI87F5UI6ATGJSZ","A11ZBFOX0RPO35","Approved","Sat Jul 08 00:21:20 PDT 2017","Sat Jul 08 00:38:43 PDT 2017","Tue Jul 11 00:38:43 PDT 2017","Sun Jul 09 04:39:56 PDT 2017","","","1043","100% (1/1)","100% (1/1)","100% (1/1)","0","Hey do you watch football?","What is a field goal?","When a team kicks the ball through the big yellow uprights they get three points.","I see. Why does the punter punt the ball to the other team?","Well if the team with the ball doesn't advance it 10 yards in 3 tries they can either punt it to the other team or try again to get the needed yardage.","So why don't they try again every time instead of punting?","If they don't make it on the fourth try the other team gets better field position.","What's field position?","That is a measure of how close a team is to the end zone.","What is the end zone?","That's the other way to score, if you bring the ball to the end zone it's a touchdown worth 6 points.","Oh yes, I love Manchester United.","That seems a lot more complicated than our football!","No, I mean American football, not soccer.","Oh, well we call our game ""football"" in England, not ""soccer.""","Well do you want me to explain American football to you?","Okay, go ahead.","Well, despite the name ""football"" only the punter and kicker really kick the ball.","Whats the difference between the punter and the kicker?","Well the kicker kicks field goals and the punter punts the ball to the other team.","",""
"391JB9X4ZY2Z2J2AQU645GOQPA3KM3","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","3YT88D1N09S12HSUAE6QY1A7X2B3KK","A2ALHGJFCAUSBX","Approved","Fri Jul 07 19:01:20 PDT 2017","Fri Jul 07 19:29:56 PDT 2017","Mon Jul 10 19:29:56 PDT 2017","Sun Jul 09 04:39:56 PDT 2017","","","1716","93% (28/30)","93% (28/30)","83% (10/12)","0","Who do you think is going to win the NFC South this season?","Really? They had an awful 6-10 record last season.","Yeah, but I think that Cam Newton will bounce back. Furthermore, I'm very excited to see how they use Christian McCaffrey.","He should be an excellent player on offense. However, I'm worried that Cam Newton's propensity to run the ball will open him up to injury, which could hurt their overall offense.","I think that they drafted McCaffrey to put Cam Newton in better positions so that he won't run the ball as much.","Maybe, although Cam Newton is the type of player that does front flips into the end zone. I think that he will continue to put himself at risk for injury.","Newton's size definitely contributes to his fearlessness while playing. However, I feel that the combination of Christian McCaffrey, Greg Olsen, and a healthy Kelvin Benjamin will allow him to distribute the ball more.","We'll see. However, their defense is probably worse situated than Tampa Bay.","I disagree. Luke Kuechly is still one of the best linebackers in the league and they have many underrated players like Shaq Thompson.","But their secondary has never fully recovered since Josh Norman left for the Washington Redskins. Furthermore, their defensive coordinator just departed to become the head coach of the Buffalo Bills.","True. However, Ron Rivera is a former defensive coordinator himself, so I'm not overly concerned regarding a huge drop off in terms of defense.","That's a good question. I think that Jameis Winston will have a breakout season and lead the Tampa Bay Buccaneers to first in the division.","We'll see. It's funny though that neither of us picked the defending NFC Champion Atlanta Falcons.","Do you think it's likely that for the third time in three years, the NFC South will have an average quarterback come out of nowhere and dominate the league?","When you put it like that, it sounds unlikely. However, he has an elite receiving core with the addition of DeSean Jackson.","Jackson is an excellent deep threat and I predict that he will complement Mike Evans. However, the defense worries me.","What about Gerald McCoy? He's coming off his fifth Pro Bowl season.","True, although their defensive secondary leaves much to be desired.","It's probably their weakest element, but I'm still optimistic. Who do you think will win the NFC South this season?","I'd have to predict the Carolina Panthers.","",""
"3PMR2DOWOOVGGAS1D322HXO86TN548","38GNPDAUFV6KUXKA02RBBJLQ0EFNY0","Create a dialog on NFL football for twenty sentences","Create a dialog on NFL football for twenty sentences","dialog, chat, sports, football, entertainment, conversation","$0.80","Fri Jul 07 18:19:24 PDT 2017","9","BatchId:2862917;OriginalHitTemplateId:920937340;","7200","259200","Fri Jul 14 18:19:24 PDT 2017","","","35GCEFQ6I6IWRCRGAF90LGYK1BSZ36","A22ON3MIIG0IJA","Approved","Fri Jul 07 21:46:03 PDT 2017","Fri Jul 07 21:52:48 PDT 2017","Mon Jul 10 21:52:48 PDT 2017","Sun Jul 09 04:39:56 PDT 2017","","","405","100% (2/2)","100% (2/2)","100% (2/2)","0","Hey there, are you going to watch any NFL games this season?","I like Matt Ryan, and Julio Jones. What about you?","Yeah I like those guys too. But my favorite player is probably Marshawn Lynch.","Beast Mode. Yeah you must be excited that he came out of retirement to play this season.","Oh for sure man. It will be weird seeing him playing for the Raiders though.","Yeah, that's his hometown though right? Oakland?","Yeah I think that's why he came out of retirement, to play for his home team.","Oh, thats cool, we will see how the Raiders do this year.","I don't know if they will do that well. They are in a tough division.","Yeah the Chiefs, and Broncos and who else are in that division?","The Chargers.","Yeah, I'll probably tune into a few.","Oh yeah that's right. They didn't do too well last year.","Oh, cool man. What's your favorite team?","I like the Falcons.","Oh yeah? Are you from the Atlanta area?","Yeah I grew up there, but now I live in Detroit.","Oh, so do you like the Lions too? They had a decent season last year.","Yeah I root for them too, I like Matt Stafford.","Yeah he's a pretty good quarterback. Who are some of your other favorite players?","",""
